T	mtheta	mh2	dec1	error1	prob1	dec2	error2	prob2	dec3	error3	prob3	dec4	error4	prob4	dec5	error5	prob5	dec6	error6	prob6	dec7	error7	prob7	dec8	error8	prob8	dec9	error9	prob9	dec10	error10	prob10	dec11	error11	prob11	dec12	error12	prob12
8.162509e+00	4.000000e-03	1.500000e-01	2.648957e-10	1.056880e-01	1.000000e+00	6.921470e-07	3.830018e-01	3.377078e-03	3.184110e-11	1.730833e-01	1.000000e+00	3.774643e-10	2.299130e-01	2.923269e-01	6.588426e-08	3.425373e-01	1.379398e-02	9.052063e-13	2.616017e-01	1.401764e-01	1.982682e-13	3.230436e-01	4.056665e-02	4.309057e-08	7.284791e-01	8.115832e-03	1.524730e-10	3.342077e-01	9.999998e-01	3.551623e-15	3.230445e-01	4.056642e-02	6.193037e-08	6.759721e-01	5.483122e-01	2.967350e-09	1.104004e-01	9.999998e-01
8.469460e+00	4.000000e-03	1.500000e-01	7.551549e-10	1.026088e-01	1.000000e+00	8.313380e-07	3.864905e-01	2.033838e-03	2.192935e-10	1.755989e-01	1.000000e+00	4.525053e-10	2.782851e-01	9.575194e-02	7.877852e-08	1.498659e-01	3.858131e-03	1.084682e-12	2.811206e-01	7.586283e-02	2.376016e-13	3.475733e-01	2.803881e-02	5.155411e-08	1.856920e-01	3.103824e-01	1.827342e-10	3.431765e-01	2.936444e-02	4.256211e-15	3.475735e-01	2.803940e-02	1.215276e-07	1.469818e+00	9.999759e-01	6.504313e-09	2.073596e+00	1.000000e+00
8.787954e+00	4.000000e-03	1.500000e-01	2.109421e-09	2.053521e-01	9.125579e-01	9.998286e-07	6.718181e-01	1.817288e-03	1.403200e-09	1.775005e-01	1.000000e+00	5.420930e-10	2.797534e-01	6.417908e-02	9.452381e-08	1.697564e-01	5.953341e-02	1.299306e-12	2.981720e-01	5.111006e-02	2.846688e-13	2.772819e-01	9.347403e-02	6.124424e-08	1.482344e-01	2.463628e-01	2.188403e-10	2.745250e-01	6.104267e-02	5.099336e-15	2.772815e-01	9.347441e-02	2.315133e-07	3.697323e-01	1.440479e-01	1.345468e-08	9.439502e-01	9.997363e-01
9.118425e+00	4.000000e-03	1.500000e-01	5.562039e-09	2.361424e-01	8.409956e-01	1.197743e-06	2.149617e-01	6.849306e-02	8.308644e-09	1.549998e-01	1.000000e+00	6.491376e-10	2.940772e-01	3.808774e-02	1.132400e-07	1.528592e-01	2.442235e-02	1.556020e-12	2.740610e-01	8.124440e-02	3.408966e-13	2.995046e-01	5.557479e-02	7.402025e-08	2.520576e-01	1.832734e-01	2.621734e-10	2.715306e-01	1.143737e-01	6.106557e-15	2.995056e-01	5.557425e-02	4.287558e-07	1.068277e-01	4.774758e-01	2.731452e-08	7.385830e-01	3.679310e-01
9.461324e+00	4.000000e-03	1.500000e-01	1.413918e-08	3.213287e-01	5.364227e-01	1.436904e-06	2.196263e-01	7.970039e-02	4.648971e-08	1.707975e-01	1.000000e+00	7.774129e-10	2.937863e-01	9.448364e-02	1.357563e-07	1.666397e-01	2.210118e-02	1.862755e-12	3.214169e-01	4.546877e-02	4.082878e-13	2.852968e-01	7.425787e-02	8.867144e-08	2.669594e-01	1.332049e-01	3.138058e-10	2.769456e-01	6.094765e-02	7.313750e-15	2.852966e-01	7.425803e-02	7.972687e-07	1.826661e+00	9.932694e-01	5.439469e-08	9.169370e-01	3.613644e-01
9.817117e+00	4.000000e-03	1.500000e-01	3.468191e-08	5.477589e-01	4.799644e-01	1.723479e-06	2.439888e-01	7.838524e-02	2.418485e-07	1.749779e-01	1.000000e+00	9.304121e-10	2.952500e-01	4.778119e-02	1.624450e-07	1.643507e-01	8.719233e-03	2.230820e-12	3.972622e-01	1.555518e-02	4.886656e-13	3.646213e-01	2.758406e-02	1.061711e-07	1.877506e-01	3.803171e-01	3.757632e-10	2.809274e-01	3.737861e-02	8.753575e-15	3.646215e-01	2.758411e-02	1.401010e-06	1.047233e-01	2.737855e-01	1.043113e-07	5.799400e-01	1.325103e-01
1.018629e+01	4.000000e-03	1.500000e-01	8.217766e-08	1.931475e-01	1.931825e-01	2.065697e-06	2.383018e-01	5.124387e-02	1.178991e-06	1.839346e-01	1.000000e+00	1.117734e-09	9.465661e-01	1.931793e-02	1.943726e-07	1.537965e-01	7.839416e-03	2.669273e-12	2.815393e-01	9.040541e-02	5.846863e-13	3.278399e-01	2.650913e-02	1.271150e-07	2.340764e-01	2.026738e-01	4.496549e-10	2.715716e-01	8.777079e-02	1.047362e-14	3.278404e-01	2.650916e-02	2.440805e-06	9.965597e-02	1.000000e+00	1.951456e-07	1.066378e-01	1.939848e-01
1.056935e+01	4.000000e-03	1.500000e-01	1.869578e-07	1.325527e-01	7.371210e-01	2.474554e-06	2.791462e-01	4.624745e-02	5.351524e-06	1.587244e-01	1.000000e+00	1.332297e-09	2.830819e-01	6.075032e-02	2.325088e-07	1.573137e-01	7.048636e-03	3.193425e-12	2.761391e-01	1.098558e-01	6.995916e-13	3.625947e-01	2.154018e-02	1.520881e-07	2.047350e-01	2.468222e-01	5.379446e-10	2.736117e-01	8.212538e-02	1.253194e-14	3.625943e-01	2.154014e-02	4.252189e-06	2.951132e-01	6.520585e-02	3.625829e-07	1.363259e-01	2.409855e-02
1.096681e+01	4.000000e-03	1.500000e-01	3.895769e-05	2.035726e-01	1.000000e+00	2.964740e-06	2.551434e-01	6.424967e-02	2.313707e-05	1.648096e-01	1.000000e+00	1.593528e-09	3.030303e-01	5.654263e-02	2.782975e-07	1.607027e-01	3.089443e-02	3.818465e-12	3.159034e-01	3.711152e-02	8.367099e-13	3.546396e-01	2.327637e-02	1.819679e-07	1.923693e-01	3.662978e-01	6.433374e-10	3.628243e-01	3.109519e-02	1.498817e-14	3.546390e-01	2.327618e-02	7.166741e-06	1.192117e-01	9.748374e-05	6.586520e-07	6.003923e-01	1.490813e-01
1.137921e+01	4.000000e-03	1.500000e-01	1.598253e-04	2.354024e-01	1.000000e+00	3.549382e-06	2.575522e-01	7.119228e-02	9.419041e-05	1.639260e-01	1.000000e+00	1.904531e-09	2.834948e-01	6.619062e-02	3.323084e-07	1.548085e-01	8.514544e-03	4.567033e-12	2.780745e-01	7.977547e-02	1.000349e-12	2.696351e-01	5.979536e-02	2.173367e-07	1.524233e-01	2.309244e-02	7.690976e-10	3.335213e-01	3.202700e-02	1.791954e-14	2.697662e-01	5.984504e-02	3.356055e-04	2.288240e-01	1.000000e+00	1.159114e-06	5.089943e-01	2.072172e-02
1.180713e+01	4.000000e-03	1.500000e-01	5.991597e-04	2.173383e-01	1.000000e+00	4.247817e-06	2.827981e-01	4.971532e-02	3.648915e-04	1.802656e-01	1.000000e+00	2.276416e-09	3.265799e-01	6.133023e-02	3.979364e-07	1.723676e-01	9.441738e-03	5.458341e-12	4.029982e-01	2.550064e-02	1.195648e-12	2.364379e-01	1.636192e-01	2.601908e-07	1.697328e-01	2.904220e-02	9.193436e-10	2.740921e-01	5.604899e-02	2.141791e-14	2.364405e-01	1.636198e-01	3.407402e-05	4.189807e+01	9.990415e-02	2.018567e-06	1.269564e+00	9.195119e-02
1.225114e+01	4.000000e-03	1.500000e-01	2.227679e-03	1.930989e-01	1.000000e+00	5.079156e-06	2.612672e-01	4.401644e-02	1.327859e-03	1.593082e-01	1.000000e+00	2.720859e-09	3.512782e-01	4.206830e-02	4.750804e-07	1.578328e-01	9.268052e-05	6.521432e-12	3.594155e-01	1.122410e-02	1.428597e-12	3.207137e-01	2.187060e-02	3.109076e-07	2.158826e-01	1.505936e-02	1.098554e-09	3.460842e-01	2.477223e-02	2.597779e-14	1.565972e+00	2.840104e-02	4.567482e-03	1.921269e-01	1.000000e+00	1.069916e-03	1.819156e-01	1.000000e+00
1.271184e+01	4.000000e-03	1.500000e-01	7.720764e-03	1.653104e-01	1.000000e+00	6.073538e-06	2.622152e-01	3.757584e-02	4.636628e-03	1.789685e-01	1.000000e+00	3.249943e-09	3.444321e-01	2.538593e-02	5.680508e-07	1.703023e-01	8.757105e-05	7.794667e-12	4.029699e-01	1.858859e-02	1.707008e-12	2.758166e-01	6.141379e-02	3.714060e-07	1.605216e-01	2.080491e-02	1.312499e-09	3.975622e-01	3.714176e-02	3.057635e-14	2.777734e-01	5.578470e-02	1.554623e-02	1.986614e-01	1.000000e+00	3.751646e-03	1.906548e-01	1.000000e+00
1.318987e+01	4.000000e-03	1.500000e-01	2.525698e-02	1.725119e-01	1.000000e+00	7.256267e-06	1.451607e-01	2.972761e-04	1.525825e-02	1.699782e-01	1.000000e+00	3.881324e-09	2.781683e-01	1.711043e-03	6.784957e-07	1.621641e-01	1.545099e-04	9.301581e-12	3.412535e-01	2.182613e-02	2.037384e-12	3.352118e-01	9.999990e-01	4.435249e-07	1.585513e-01	4.550176e-03	1.566608e-09	2.682924e-01	1.000000e+00	3.650244e-14	2.952411e-01	9.999991e-01	5.202248e-02	1.802752e-01	1.000000e+00	1.234721e-02	1.794992e-01	1.000000e+00
1.368587e+01	4.000000e-03	1.500000e-01	8.005688e-02	2.465895e-01	1.000000e+00	8.674818e-06	1.570530e-01	2.595397e-06	4.797179e-02	1.761349e-01	1.000000e+00	4.632397e-09	4.024368e-01	9.999616e-01	8.099170e-07	1.683184e-01	1.340070e-04	1.110187e-11	2.167376e-01	6.858591e-01	2.433694e-12	2.912427e-01	9.999999e-01	5.297973e-07	3.217588e-01	9.542570e-01	1.869442e-09	1.780351e-01	4.252814e-02	4.357542e-14	2.826857e-01	1.146616e-08	1.638936e-01	2.173525e-01	1.000000e+00	3.871424e-02	1.906210e-01	1.000000e+00
1.420053e+01	4.000000e-03	1.500000e-01	2.390181e-01	1.658234e-01	1.000000e+00	2.943790e-04	2.313900e-01	1.000000e+00	1.434044e-01	1.598569e-01	1.000000e+00	5.526227e-09	1.806832e-01	6.619640e-02	2.725322e-05	2.346646e-01	1.000000e+00	1.324221e-11	1.761099e-01	9.587100e-02	2.902882e-12	1.845862e-01	3.907630e-03	6.322436e-07	1.579750e-01	1.909826e-02	2.230746e-09	1.784368e-01	6.849965e-02	5.199802e-14	1.826087e-01	4.018113e-03	4.904996e-01	1.829804e-01	1.000000e+00	1.165082e-01	1.806823e-01	1.000000e+00
1.473454e+01	4.000000e-03	1.500000e-01	6.893482e-01	1.701987e-01	1.000000e+00	1.239690e-05	3.715017e-01	3.895604e-02	4.134911e-01	1.794606e-01	1.000000e+00	4.350746e-07	2.195436e-01	1.000000e+00	7.592897e-05	2.019471e-01	1.000000e+00	1.580797e-11	1.825265e-01	4.345348e-02	2.299959e-10	2.155694e-01	1.000000e+00	7.543965e-07	2.124322e-01	1.112577e-01	2.663304e-09	2.820000e-01	3.225804e-02	4.140428e-12	4.895382e-01	1.000000e+00	1.392021e+00	1.776086e-01	1.000000e+00	3.347066e-01	1.899264e-01	1.000000e+00
1.528864e+01	4.000000e-03	1.500000e-01	1.896776e+00	1.759762e-01	1.000000e+00	2.240002e-03	2.446737e-01	1.000000e+00	1.126540e+00	1.582699e-01	1.000000e+00	1.190368e-06	2.263457e-01	1.000000e+00	2.079676e-04	2.286214e-01	1.000000e+00	2.828851e-09	2.150162e-01	1.000000e+00	6.294040e-10	2.171623e-01	1.000000e+00	9.011111e-07	1.886264e-01	5.474712e-01	3.198102e-09	6.420936e-01	6.081536e-01	1.119785e-11	2.266077e-01	1.000000e+00	3.853334e+00	1.933890e-01	1.000000e+00	9.115758e-01	1.713784e-01	1.000000e+00
1.586357e+01	4.000000e-03	1.500000e-01	4.978658e+00	1.717173e-01	1.000000e+00	5.830465e-03	1.654575e-01	1.000000e+00	2.974187e+00	1.667575e-01	1.000000e+00	3.107706e-06	1.871423e-01	1.000000e+00	5.439540e-04	1.801957e-01	1.000000e+00	7.555635e-09	8.081896e-01	1.000000e+00	1.648511e-09	2.067253e-01	1.000000e+00	3.585420e-04	1.973165e-01	1.000000e+00	3.842893e-09	1.234127e+00	6.170378e-03	2.953784e-11	2.065525e-01	1.000000e+00	1.008221e+01	1.789670e-01	1.000000e+00	2.399916e+00	1.764130e-01	1.000000e+00
1.646012e+01	4.000000e-03	1.500000e-01	1.266072e+01	1.681277e-01	1.000000e+00	1.508566e-02	1.793284e-01	1.000000e+00	7.568894e+00	1.660187e-01	1.000000e+00	7.762783e-06	3.364466e-01	1.000000e+00	1.377453e-03	7.865637e-01	1.000000e+00	1.865815e-08	2.661792e-01	1.000000e+00	4.052548e-09	2.251997e-01	1.000000e+00	8.862360e-04	6.095136e-01	1.000000e+00	3.166787e-06	2.326339e-01	1.000000e+00	7.281837e-11	1.974179e-01	1.000000e+00	2.571065e+01	1.670215e-01	1.000000e+00	6.090367e+00	1.640185e-01	1.000000e+00
1.707910e+01	4.000000e-03	1.500000e-01	3.095794e+01	1.826546e-01	1.000000e+00	3.661212e-02	1.730074e-01	1.000000e+00	1.852970e+01	1.738078e-01	1.000000e+00	1.933815e-05	1.748738e-01	1.000000e+00	3.357219e-03	1.732267e-01	1.000000e+00	4.599132e-08	1.861545e-01	1.000000e+00	9.918222e-09	3.392715e-01	1.000000e+00	2.189392e-03	2.006466e-01	1.000000e+00	7.841655e-06	8.899912e-01	1.000000e+00	1.802965e-10	1.763257e-01	1.000000e+00	6.304699e+01	1.824520e-01	1.000000e+00	1.498307e+01	1.772588e-01	1.000000e+00
1.772136e+01	4.000000e-03	1.500000e-01	7.265580e+01	1.826823e-01	1.000000e+00	8.643596e-02	1.846520e-01	1.000000e+00	4.319924e+01	1.711886e-01	1.000000e+00	4.512415e-05	1.740478e-01	1.000000e+00	7.927331e-03	1.839721e-01	1.000000e+00	1.092120e-07	1.765012e-01	1.000000e+00	2.395022e-08	1.838457e-01	1.000000e+00	5.150081e-03	1.708055e-01	1.000000e+00	1.822100e-05	1.771848e-01	1.000000e+00	4.216617e-10	1.473531e-01	1.000000e+00	1.479419e+02	1.696363e-01	1.000000e+00	3.508511e+01	1.801953e-01	1.000000e+00
1.838777e+01	4.000000e-03	1.500000e-01	1.645500e+02	1.762627e-01	1.000000e+00	1.936500e-01	1.632657e-01	1.000000e+00	9.832691e+01	1.698445e-01	1.000000e+00	1.031535e-04	1.715239e-01	1.000000e+00	1.778921e-02	1.770498e-01	1.000000e+00	2.447310e-07	1.771374e-01	1.000000e+00	5.392100e-08	1.723120e-01	1.000000e+00	1.169279e-02	1.780169e-01	1.000000e+00	4.104149e-05	1.704995e-01	1.000000e+00	9.618456e-10	1.655266e-01	1.000000e+00	3.358030e+02	1.743053e-01	1.000000e+00	7.963830e+01	1.710502e-01	1.000000e+00
1.907924e+01	4.000000e-03	1.500000e-01	3.598140e+02	1.645700e-01	1.000000e+00	4.286368e-01	1.783521e-01	1.000000e+00	2.163551e+02	1.778827e-01	1.000000e+00	2.248850e-04	1.727032e-01	1.000000e+00	3.926174e-02	1.617850e-01	1.000000e+00	5.386386e-07	1.836188e-01	1.000000e+00	1.169048e-07	1.720199e-01	1.000000e+00	2.559597e-02	1.801903e-01	1.000000e+00	8.992944e-05	1.750857e-01	1.000000e+00	2.107089e-09	1.695597e-01	1.000000e+00	7.352446e+02	1.719472e-01	1.000000e+00	1.738297e+02	1.633992e-01	1.000000e+00
1.979672e+01	4.000000e-03	1.500000e-01	7.631267e+02	1.685435e-01	1.000000e+00	9.061684e-01	1.722813e-01	1.000000e+00	4.557855e+02	1.656390e-01	1.000000e+00	4.796382e-04	1.852948e-01	1.000000e+00	8.382974e-02	1.813052e-01	1.000000e+00	1.141811e-06	1.741757e-01	1.000000e+00	2.509969e-07	1.823013e-01	1.000000e+00	5.397065e-02	1.711073e-01	1.000000e+00	1.908206e-04	1.622420e-01	1.000000e+00	4.469466e-09	1.725561e-01	1.000000e+00	1.560792e+03	1.763034e-01	1.000000e+00	3.674221e+02	1.695231e-01	1.000000e+00
2.054117e+01	4.000000e-03	1.500000e-01	1.568094e+03	1.738519e-01	1.000000e+00	1.847890e+00	1.658291e-01	1.000000e+00	9.299970e+02	1.732964e-01	1.000000e+00	9.833937e-04	1.796453e-01	1.000000e+00	1.720580e-01	1.814428e-01	1.000000e+00	2.357964e-06	1.863787e-01	1.000000e+00	5.127151e-07	1.696951e-01	1.000000e+00	1.109813e-01	1.727315e-01	1.000000e+00	3.963220e-04	1.740914e-01	1.000000e+00	9.240864e-09	1.827578e-01	1.000000e+00	3.196795e+03	1.694125e-01	1.000000e+00	7.537688e+02	1.727350e-01	1.000000e+00
2.131362e+01	4.000000e-03	1.500000e-01	3.119760e+03	1.771313e-01	1.000000e+00	3.698678e+00	1.729882e-01	1.000000e+00	1.856044e+03	1.597026e-01	1.000000e+00	1.956095e-03	1.799730e-01	1.000000e+00	3.417758e-01	1.764084e-01	1.000000e+00	4.680218e-06	1.717658e-01	1.000000e+00	1.013154e-06	1.736343e-01	1.000000e+00	2.237818e-01	1.743146e-01	1.000000e+00	7.901360e-04	1.758032e-01	1.000000e+00	1.827315e-08	1.619655e-01	1.000000e+00	6.352807e+03	1.750451e-01	1.000000e+00	1.503599e+03	1.644554e-01	1.000000e+00
2.211512e+01	4.000000e-03	1.500000e-01	5.973673e+03	1.566422e-01	1.000000e+00	7.158630e+00	1.797807e-01	1.000000e+00	3.611130e+03	1.666421e-01	1.000000e+00	3.777392e-03	1.818156e-01	1.000000e+00	6.603516e-01	1.813305e-01	1.000000e+00	9.046590e-06	1.830097e-01	1.000000e+00	1.981869e-06	1.773093e-01	1.000000e+00	4.326326e-01	1.722988e-01	1.000000e+00	1.513515e-03	1.696561e-01	1.000000e+00	3.543354e-08	1.704050e-01	1.000000e+00	1.229787e+04	1.784185e-01	1.000000e+00	2.895369e+03	1.633460e-01	1.000000e+00
2.294676e+01	4.000000e-03	1.500000e-01	1.131199e+04	1.701684e-01	1.000000e+00	1.341216e+01	1.764989e-01	1.000000e+00	6.793373e+03	1.762690e-01	1.000000e+00	7.081228e-03	1.751292e-01	1.000000e+00	1.238111e+00	1.825191e-01	1.000000e+00	1.699074e-05	1.801485e-01	1.000000e+00	3.720809e-06	1.743071e-01	1.000000e+00	8.119378e-01	1.764018e-01	1.000000e+00	2.861158e-03	1.726094e-01	1.000000e+00	6.676306e-08	1.857260e-01	1.000000e+00	2.308031e+04	1.738486e-01	1.000000e+00	5.484645e+03	1.792850e-01	1.000000e+00
2.380968e+01	4.000000e-03	1.500000e-01	2.061813e+04	1.693314e-01	1.000000e+00	2.449305e+01	1.706671e-01	1.000000e+00	1.230679e+04	1.679141e-01	1.000000e+00	1.285007e-02	1.688770e-01	1.000000e+00	2.261567e+00	1.687816e-01	1.000000e+00	3.101389e-05	1.780111e-01	1.000000e+00	6.800388e-06	1.871553e-01	1.000000e+00	1.482539e+00	1.776518e-01	1.000000e+00	5.229278e-03	1.777585e-01	1.000000e+00	1.215479e-07	1.695203e-01	1.000000e+00	4.203920e+04	1.644622e-01	1.000000e+00	9.907462e+03	1.596172e-01	1.000000e+00
2.470504e+01	4.000000e-03	1.500000e-01	3.673990e+04	1.721259e-01	1.000000e+00	4.359075e+01	1.802386e-01	1.000000e+00	2.198136e+04	1.704502e-01	1.000000e+00	2.297802e-02	1.740664e-01	1.000000e+00	4.000065e+00	1.638090e-01	1.000000e+00	5.514153e-05	1.754537e-01	1.000000e+00	1.208246e-05	1.828821e-01	1.000000e+00	2.632589e+00	1.709459e-01	1.000000e+00	9.287420e-03	1.793270e-01	1.000000e+00	2.162979e-07	1.736027e-01	1.000000e+00	7.434954e+04	1.612106e-01	1.000000e+00	1.762512e+04	1.555331e-01	1.000000e+00
2.563407e+01	4.000000e-03	1.500000e-01	6.365086e+04	1.687244e-01	1.000000e+00	7.546410e+01	1.760610e-01	1.000000e+00	3.788339e+04	1.594631e-01	1.000000e+00	3.988013e-02	1.733202e-01	1.000000e+00	6.965343e+00	1.712009e-01	1.000000e+00	9.483310e-05	1.666255e-01	1.000000e+00	2.093920e-05	1.760517e-01	1.000000e+00	4.564013e+00	1.785452e-01	1.000000e+00	1.608881e-02	1.764140e-01	1.000000e+00	3.723087e-07	1.618480e-01	1.000000e+00	1.298910e+05	1.798872e-01	1.000000e+00	3.060701e+04	8.297625e-01	1.000000e+00
2.659804e+01	4.000000e-03	1.500000e-01	1.076546e+05	1.844144e-01	1.000000e+00	1.277765e+02	1.741783e-01	1.000000e+00	6.425679e+04	1.621061e-01	1.000000e+00	6.729613e-02	1.760238e-01	1.000000e+00	1.179333e+01	1.733818e-01	1.000000e+00	1.615826e-04	1.725976e-01	1.000000e+00	3.535256e-05	1.750357e-01	1.000000e+00	7.712980e+00	1.744428e-01	1.000000e+00	2.721060e-02	1.764594e-01	1.000000e+00	6.336671e-07	1.750737e-01	1.000000e+00	2.196729e+05	1.824774e-01	1.000000e+00	5.169442e+04	1.653959e-01	1.000000e+00
2.759826e+01	4.000000e-03	1.500000e-01	1.768760e+05	1.684042e-01	1.000000e+00	2.104722e+02	1.743844e-01	1.000000e+00	1.059754e+05	1.599816e-01	1.000000e+00	1.109640e-01	1.656814e-01	1.000000e+00	1.933747e+01	1.627220e-01	1.000000e+00	2.664828e-04	1.752942e-01	1.000000e+00	5.839094e-05	1.707259e-01	1.000000e+00	1.275254e+01	1.758723e-01	1.000000e+00	4.492508e-02	1.733921e-01	1.000000e+00	1.046110e-06	1.714166e-01	1.000000e+00	3.604681e+05	1.562236e-01	1.000000e+00	8.546089e+04	1.696113e-01	1.000000e+00
2.863610e+01	4.000000e-03	1.500000e-01	2.851629e+05	1.578902e-01	1.000000e+00	3.404348e+02	1.769164e-01	1.000000e+00	1.710263e+05	1.591973e-01	1.000000e+00	1.796284e-01	1.828438e-01	1.000000e+00	3.141724e+01	1.749393e-01	1.000000e+00	4.300612e-04	1.684586e-01	1.000000e+00	9.355920e-05	1.617264e-01	1.000000e+00	2.055607e+01	1.731121e-01	1.000000e+00	7.255174e-02	1.789737e-01	1.000000e+00	1.686695e-06	1.697802e-01	1.000000e+00	5.852069e+05	1.734581e-01	1.000000e+00	1.378990e+05	1.720530e-01	1.000000e+00
2.971296e+01	4.000000e-03	1.500000e-01	4.499529e+05	1.620295e-01	1.000000e+00	5.367122e+02	1.774061e-01	1.000000e+00	2.699041e+05	1.573177e-01	1.000000e+00	2.832512e-01	1.729921e-01	1.000000e+00	4.930651e+01	1.601333e-01	1.000000e+00	6.788499e-04	1.697226e-01	1.000000e+00	1.487650e-04	1.810423e-01	1.000000e+00	3.242070e+01	1.726506e-01	1.000000e+00	1.144461e-01	1.780760e-01	1.000000e+00	2.645480e-06	1.646449e-01	1.000000e+00	9.224539e+05	1.667841e-01	1.000000e+00	2.186499e+05	1.814457e-01	1.000000e+00
3.083031e+01	4.000000e-03	1.500000e-01	7.007410e+05	1.726057e-01	1.000000e+00	8.296421e+02	1.769144e-01	1.000000e+00	4.156413e+05	1.640668e-01	1.000000e+00	4.379013e-01	1.698708e-01	1.000000e+00	7.666210e+01	1.751967e-01	1.000000e+00	1.049876e-03	1.724800e-01	1.000000e+00	2.298994e-04	1.694371e-01	1.000000e+00	5.023186e+01	1.768398e-01	1.000000e+00	1.767020e-01	1.701319e-01	1.000000e+00	4.119803e-06	1.853967e-01	1.000000e+00	1.414088e+06	1.552575e-01	1.000000e+00	3.360795e+05	1.590464e-01	1.000000e+00
3.198969e+01	4.000000e-03	1.500000e-01	1.053471e+06	1.556500e-01	1.000000e+00	1.256524e+03	1.822666e-01	1.000000e+00	6.296596e+05	1.529240e-01	1.000000e+00	6.631614e-01	1.841629e-01	1.000000e+00	1.158748e+02	1.715811e-01	1.000000e+00	1.590966e-03	1.774890e-01	1.000000e+00	3.479493e-04	1.689727e-01	1.000000e+00	7.586897e+01	1.699361e-01	1.000000e+00	2.675554e-01	1.785526e-01	1.000000e+00	6.230142e-06	1.687593e-01	1.000000e+00	2.159215e+06	1.745203e-01	1.000000e+00	5.116666e+05	1.690867e-01	1.000000e+00
3.319266e+01	4.000000e-03	1.500000e-01	1.574718e+06	1.740224e-01	1.000000e+00	1.865545e+03	1.725392e-01	1.000000e+00	9.467291e+05	1.903086e-01	1.000000e+00	9.840800e-01	1.727120e-01	1.000000e+00	1.720466e+02	1.726220e-01	1.000000e+00	2.358275e-03	1.718073e-01	1.000000e+00	5.126272e-04	1.692353e-01	1.000000e+00	1.127171e+02	1.675017e-01	1.000000e+00	3.969561e-01	1.748662e-01	1.000000e+00	9.260686e-06	1.751979e-01	1.000000e+00	3.185564e+06	1.618148e-01	1.000000e+00	7.564969e+05	1.787061e-01	1.000000e+00
3.444087e+01	4.000000e-03	1.500000e-01	2.272904e+06	1.566736e-01	1.000000e+00	2.716116e+03	1.789298e-01	1.000000e+00	1.361456e+06	1.615104e-01	1.000000e+00	1.434088e+00	1.803208e-01	1.000000e+00	2.508035e+02	1.740857e-01	1.000000e+00	3.438560e-03	1.710657e-01	1.000000e+00	7.525986e-04	1.709015e-01	1.000000e+00	1.641808e+02	1.750398e-01	1.000000e+00	5.785853e-01	1.681666e-01	1.000000e+00	1.347943e-05	1.700410e-01	1.000000e+00	4.667961e+06	1.699838e-01	1.000000e+00	1.105421e+06	1.690412e-01	1.000000e+00
3.573602e+01	4.000000e-03	1.500000e-01	3.275722e+06	1.719465e-01	1.000000e+00	3.885925e+03	1.704158e-01	1.000000e+00	1.969795e+06	1.855893e-01	1.000000e+00	2.050464e+00	1.749863e-01	1.000000e+00	3.590149e+02	1.787800e-01	1.000000e+00	4.910384e-03	1.706813e-01	1.000000e+00	1.076422e-03	1.721748e-01	1.000000e+00	2.344924e+02	1.678576e-01	1.000000e+00	8.285781e-01	1.728235e-01	1.000000e+00	1.928476e-05	1.754534e-01	1.000000e+00	6.686715e+06	1.684941e-01	1.000000e+00	1.582017e+06	1.680466e-01	1.000000e+00
3.707988e+01	4.000000e-03	1.500000e-01	4.569942e+06	1.617601e-01	1.000000e+00	5.459885e+03	1.689478e-01	1.000000e+00	2.757076e+06	1.647897e-01	1.000000e+00	2.881454e+00	1.723396e-01	1.000000e+00	5.040377e+02	1.721511e-01	1.000000e+00	6.920676e-03	1.776117e-01	1.000000e+00	1.513885e-03	1.750613e-01	1.000000e+00	3.282450e+02	1.599537e-01	1.000000e+00	1.155360e+00	1.615332e-01	1.000000e+00	2.706778e-05	1.694105e-01	1.000000e+00	9.370650e+06	1.634783e-01	1.000000e+00	2.200884e+06	1.549197e-01	1.000000e+00
3.847427e+01	4.000000e-03	1.500000e-01	6.304519e+06	1.568072e-01	1.000000e+00	7.545045e+03	1.703296e-01	1.000000e+00	3.797197e+06	1.647571e-01	1.000000e+00	3.947682e+00	1.583200e-01	1.000000e+00	6.964015e+02	1.746544e-01	1.000000e+00	9.489103e-03	1.651290e-01	1.000000e+00	2.091078e-03	1.695099e-01	1.000000e+00	4.563764e+02	1.722427e-01	1.000000e+00	1.598039e+00	1.637638e-01	1.000000e+00	3.744988e-05	1.672862e-01	1.000000e+00	1.296021e+07	1.717029e-01	1.000000e+00	3.058427e+06	1.661261e-01	1.000000e+00
3.992109e+01	4.000000e-03	1.500000e-01	8.572394e+06	1.614630e-01	1.000000e+00	1.025502e+04	1.706054e-01	1.000000e+00	5.147463e+06	1.608382e-01	1.000000e+00	5.385774e+00	1.667649e-01	1.000000e+00	9.457812e+02	1.685131e-01	1.000000e+00	1.296185e-02	1.704213e-01	1.000000e+00	2.841073e-03	1.813766e-01	1.000000e+00	6.165566e+02	1.563047e-01	1.000000e+00	2.170336e+00	1.573018e-01	1.000000e+00	5.086443e-05	1.681664e-01	1.000000e+00	1.766002e+07	1.766190e-01	1.000000e+00	4.171833e+06	1.669731e-01	1.000000e+00
