T	mtheta	mh2	dec1	error1	prob1	dec2	error2	prob2	dec3	error3	prob3	dec4	error4	prob4	dec5	error5	prob5	dec6	error6	prob6	dec7	error7	prob7	dec8	error8	prob8	dec9	error9	prob9	dec10	error10	prob10	dec11	error11	prob11	dec12	error12	prob12
1.009272e-01	4.000000e-03	1.500000e-01	1.778001e-1069	0.000000e+00	0.000000e+00	5.107341e-44	3.506527e-01	1.000000e+00	8.012912e-1486	0.000000e+00	0.000000e+00	2.890821e-19	1.695932e-01	6.646055e-01	6.256763e-23	2.320728e-01	1.099470e-01	7.946295e-22	6.690508e-01	1.771635e-02	1.742329e-22	5.960013e-01	4.024648e-03	1.043156e-26	1.185288e-01	1.000000e+00	1.136714e-19	5.941125e-01	1.207195e-02	3.121291e-24	5.961426e-01	4.042636e-03	2.861522e-687	1.935200e+00	1.000000e+00	2.046760e-780	1.025141e-01	1.000000e+00
1.047225e-01	4.000000e-03	1.500000e-01	1.728257e-1030	0.000000e+00	0.000000e+00	9.655706e-43	1.109803e-01	1.000000e+00	8.126557e-1432	0.000000e+00	0.000000e+00	3.422492e-19	5.358985e-01	3.850342e-01	1.514806e-22	2.602885e-01	4.185416e-02	9.270132e-22	2.105725e-01	2.217414e-01	2.034123e-22	6.533483e-01	1.208957e-02	3.695904e-26	2.962363e-01	1.256866e-01	1.344373e-19	1.942267e-01	2.793938e-01	3.643908e-24	6.523509e-01	1.216125e-02	3.009149e-662	1.010040e-01	1.000000e+00	5.205717e-752	9.808338e-02	1.000000e+00
1.086606e-01	4.000000e-03	1.500000e-01	6.310752e-993	6.705545e-01	1.000000e+00	1.669576e-41	1.186002e-01	1.000000e+00	8.941666e-1380	0.000000e+00	0.000000e+00	4.029166e-19	1.807132e-01	6.167512e-01	3.547884e-22	3.001871e-01	2.242404e-02	1.085226e-21	7.349886e-01	3.418350e-02	2.372298e-22	3.380505e-01	1.084383e-03	1.199663e-25	1.131693e-01	1.000000e+00	1.589871e-19	1.462748e-01	9.048078e-01	4.249804e-24	3.374751e-01	1.092004e-03	4.013146e-638	9.908697e-02	1.000000e+00	1.230209e-724	1.012118e-01	1.000000e+00
1.127468e-01	4.000000e-03	1.500000e-01	9.854498e-957	9.835552e-02	1.000000e+00	2.599542e-40	1.108233e-01	1.000000e+00	1.331682e-1329	0.000000e+00	0.000000e+00	4.761782e-19	8.083993e-01	1.656784e-01	8.044410e-22	4.174148e-01	5.867418e-03	1.265444e-21	2.275855e-01	1.823445e-01	2.774181e-22	3.095232e-01	1.188629e-02	3.797921e-25	1.246101e-01	1.000000e+00	1.878830e-19	1.736814e-01	7.858160e-01	4.969723e-24	3.096238e-01	1.192698e-02	7.118555e-615	9.933089e-02	1.000000e+00	2.951230e-698	1.015427e-01	1.000000e+00
1.169866e-01	4.000000e-03	1.500000e-01	7.602794e-922	1.000627e-01	1.000000e+00	3.651447e-39	1.126361e-01	1.000000e+00	2.807243e-1281	0.000000e+00	0.000000e+00	5.600278e-19	3.660277e-01	5.701328e-02	1.767459e-21	3.217846e-01	1.646641e-02	1.477164e-21	2.457795e-01	2.863288e-02	3.236327e-22	3.268834e-01	1.000000e+00	1.150488e-24	1.368023e-01	1.000000e+00	2.213833e-19	1.865828e-01	5.000546e-01	5.797590e-24	3.269068e-01	1.000000e+00	1.827842e-592	1.142140e-01	1.000000e+00	7.796499e-673	1.010032e-01	1.000000e+00
1.213859e-01	4.000000e-03	1.500000e-01	3.172085e-888	1.004382e-01	1.000000e+00	4.643576e-38	1.087664e-01	1.000000e+00	1.107380e-1234	0.000000e+00	0.000000e+00	6.592302e-19	6.207813e-01	3.545161e-01	3.764622e-21	1.026653e+00	1.038885e-01	1.722529e-21	4.380272e-01	3.436592e-03	3.777521e-22	4.842065e-01	1.000000e+00	3.338864e-24	1.201170e-01	1.000000e+00	2.608041e-19	2.641205e-01	5.952513e-02	6.767059e-24	4.842438e-01	1.000000e+00	7.020151e-571	9.985083e-02	1.000000e+00	2.454099e-648	9.986275e-02	1.000000e+00
1.259506e-01	4.000000e-03	1.500000e-01	7.969558e-856	1.001308e-01	1.000000e+00	5.368012e-37	1.147047e-01	1.000000e+00	8.550406e-1190	0.000000e+00	4.224378e-206	7.721467e-19	1.785406e-01	7.908420e-01	7.791840e-21	1.036047e+00	7.718522e-01	2.009373e-21	3.062193e-01	2.083796e-03	4.400333e-22	2.829518e-01	3.091308e-02	9.300278e-24	1.146611e-01	1.000000e+00	3.064748e-19	1.490309e-01	8.768977e-01	7.882740e-24	2.829906e-01	3.091083e-02	4.486489e-550	9.793480e-02	1.000000e+00	9.953621e-625	1.036775e-01	1.000000e+00
1.306870e-01	4.000000e-03	1.500000e-01	1.331740e-824	1.031491e-01	1.000000e+00	5.653595e-36	1.131865e-01	1.000000e+00	1.602137e-1146	0.000000e+00	0.000000e+00	9.042700e-19	2.259229e-01	5.218957e-01	1.541774e-20	1.089155e-01	1.000000e+00	2.335641e-21	2.546111e-01	2.633878e-02	5.117790e-22	2.191956e-01	2.443877e-01	2.487156e-23	1.230344e-01	1.000000e+00	3.591772e-19	1.533256e-01	8.518262e-01	9.167949e-24	2.192563e-01	2.440935e-01	5.016388e-530	9.798194e-02	1.000000e+00	5.589849e-602	1.003997e-01	1.000000e+00
1.356015e-01	4.000000e-03	1.500000e-01	1.635411e-794	1.016463e-01	1.000000e+00	5.449000e-35	1.140697e-01	1.000000e+00	7.927224e-1105	0.000000e+00	0.000000e+00	1.057172e-18	3.078698e-01	1.593644e-01	3.096065e-20	2.324731e+00	9.999994e-01	2.714494e-21	3.741571e-01	1.000000e+00	5.949881e-22	2.888879e-01	1.107792e-01	6.415741e-23	1.170466e-01	1.000000e+00	4.205804e-19	1.696451e-01	8.490998e-01	1.065854e-23	2.891635e-01	1.107341e-01	1.047023e-510	9.889620e-02	1.000000e+00	4.680989e-580	1.003814e-01	1.000000e+00
1.407008e-01	4.000000e-03	1.500000e-01	1.622595e-765	1.007123e-01	1.000000e+00	4.822509e-34	1.136640e-01	1.000000e+00	1.210713e-1064	0.000000e+00	0.000000e+00	1.234381e-18	4.473305e-01	1.000000e+00	5.828620e-20	1.075029e+00	8.158348e-01	3.151280e-21	4.042892e-01	1.000000e+00	6.902571e-22	2.715322e-01	4.681788e-02	1.620799e-22	2.287089e-01	1.289871e-01	4.932238e-19	1.103099e+00	2.909933e-01	1.236513e-23	2.715054e-01	4.681719e-02	4.333038e-492	9.891395e-02	1.000000e+00	6.258426e-559	1.000490e-01	1.000000e+00
1.459919e-01	4.000000e-03	1.500000e-01	1.419545e-737	1.011129e-01	1.000000e+00	4.000944e-33	4.544244e-01	1.000000e+00	6.521903e-1026	0.000000e+00	2.466285e-43	1.434621e-18	1.756499e-01	2.161056e-02	1.078945e-19	3.536496e-01	4.679503e-01	3.647806e-21	2.993703e-01	7.978418e-02	7.988898e-22	2.976050e-01	2.940653e-02	3.874221e-22	2.875170e-01	3.370482e-02	5.738104e-19	9.165451e-01	1.845699e-01	1.431117e-23	2.983071e-01	3.026018e-02	3.767923e-474	9.913276e-02	1.000000e+00	1.424914e-538	9.819757e-02	1.000000e+00
1.514819e-01	4.000000e-03	1.500000e-01	1.203829e-710	1.015547e-01	1.000000e+00	2.951503e-32	1.134146e-01	1.000000e+00	1.307662e-988	1.109893e-01	1.000000e+00	1.671001e-18	4.160342e-01	1.000000e+00	1.956329e-19	4.356535e-01	2.326999e-01	4.226033e-21	1.901352e-01	4.324738e-01	9.263785e-22	2.650202e-01	1.181614e-01	8.972067e-22	3.308930e-01	2.207093e-02	6.666801e-19	1.528840e-01	2.500889e-01	1.659487e-23	2.650263e-01	1.181419e-01	7.309149e-457	9.931778e-02	1.000000e+00	5.913603e-519	9.856122e-02	1.000000e+00
1.571784e-01	4.000000e-03	1.500000e-01	1.107080e-684	1.988671e+00	1.000000e+00	2.108497e-31	4.054462e-01	9.999996e-01	1.213816e-952	1.263907e-01	1.000000e+00	1.948782e-18	3.121724e-01	1.000000e+00	3.479630e-19	8.672394e-01	1.337369e-01	4.911545e-21	2.819175e-01	1.229103e-01	1.076234e-21	3.002882e-01	3.419476e-02	2.016820e-21	3.712099e-01	7.079962e-03	7.792382e-19	5.284045e-01	1.000000e+00	1.927927e-23	2.998273e-01	3.441101e-02	3.343485e-440	9.952756e-02	1.000000e+00	4.763323e-500	9.881208e-02	1.000000e+00
1.630891e-01	4.000000e-03	1.500000e-01	1.111760e-659	1.021193e-01	1.000000e+00	1.359225e-30	1.147935e-01	1.000000e+00	5.642904e-918	1.258969e-01	1.000000e+00	2.298313e-18	4.213690e-01	1.000000e+00	6.062899e-19	1.155092e-01	5.681062e-01	5.767819e-21	2.873326e-01	6.133768e-02	1.263828e-21	2.536058e-01	1.016577e-01	4.447180e-21	3.205702e-01	2.578374e-02	9.187945e-19	3.225962e-01	1.000000e+00	2.263976e-23	2.536133e-01	1.017250e-01	3.834027e-424	9.970222e-02	1.000000e+00	7.977970e-482	9.936900e-02	1.000000e+00
1.692220e-01	4.000000e-03	1.500000e-01	1.419474e-635	9.923234e-02	1.000000e+00	8.519327e-30	3.705041e-01	9.979583e-01	1.457182e-884	1.289643e-01	1.000000e+00	2.713284e-18	4.818813e-01	1.000000e+00	1.045834e-18	1.126390e-01	4.052693e-01	6.783566e-21	2.850650e-01	4.196248e-02	1.486276e-21	2.693656e-01	7.650714e-02	9.530396e-21	6.032019e-01	5.064804e-02	1.084682e-18	1.608219e-01	2.792238e-01	2.662456e-23	2.693770e-01	7.651341e-02	1.147860e-408	1.019426e-01	1.000000e+00	2.913270e-464	9.761142e-02	1.000000e+00
1.755856e-01	4.000000e-03	1.500000e-01	2.397254e-612	9.924869e-02	1.000000e+00	4.857041e-29	4.031940e-01	9.895461e-01	2.278648e-852	1.173524e-01	1.000000e+00	3.175793e-18	2.248761e-01	1.067123e-01	1.757345e-18	1.096964e-01	5.088482e-01	7.920662e-21	2.791356e-01	7.625595e-02	1.734925e-21	2.711666e-01	6.999370e-02	1.990958e-20	1.916409e+00	9.356872e-01	1.271659e-18	3.426610e-01	1.000000e+00	3.107870e-23	2.711699e-01	6.998857e-02	9.342978e-394	1.002944e-01	1.000000e+00	2.429466e-447	9.967583e-02	1.000000e+00
1.821885e-01	4.000000e-03	1.500000e-01	5.865808e-590	1.142519e-01	1.000000e+00	2.588366e-28	5.153371e-01	9.054360e-01	2.419666e-821	1.276114e-01	1.000000e+00	3.710325e-18	2.731938e-01	4.885462e-02	2.871683e-18	1.085097e-01	1.000000e+00	9.222566e-21	2.628123e-01	5.651241e-02	2.021364e-21	2.955942e-01	6.769402e-02	3.903752e-20	1.086402e-01	1.000000e+00	1.486582e-18	4.009512e-01	1.000000e+00	3.620982e-23	2.954717e-01	6.781196e-02	2.177733e-379	1.020807e-01	1.000000e+00	4.904490e-431	1.007072e-01	1.000000e+00
1.890397e-01	4.000000e-03	1.500000e-01	2.150439e-568	1.001621e-01	1.000000e+00	1.268014e-27	1.133061e-01	1.000000e+00	1.946778e-791	1.431971e-01	1.000000e+00	4.328237e-18	2.754940e-01	4.795635e-02	4.647336e-18	1.101258e-01	9.996457e-01	1.073131e-20	3.065741e-01	5.281292e-02	2.350397e-21	2.961734e-01	7.214402e-02	7.831291e-20	2.322245e+00	9.999999e-01	1.738732e-18	8.463506e-01	3.784629e-02	4.210389e-23	2.962261e-01	7.205739e-02	1.522683e-365	1.013665e-01	1.000000e+00	2.526300e-415	1.018925e-01	1.000000e+00
1.961486e-01	4.000000e-03	1.500000e-01	1.312458e-547	9.806264e-02	1.000000e+00	5.958007e-27	1.134087e-01	1.000000e+00	1.253977e-762	1.342633e-01	1.000000e+00	5.039105e-18	2.999400e-01	3.988132e-02	7.452734e-18	3.080991e-01	5.169453e-02	1.245858e-20	2.660742e-01	9.510559e-02	2.729999e-21	2.704466e-01	1.302852e-01	1.480994e-19	1.643503e+00	9.742857e-01	2.020666e-18	2.399177e-01	7.655436e-02	4.890384e-23	2.704376e-01	1.302380e-01	3.334590e-352	1.003812e-01	1.000000e+00	3.485469e-400	1.014968e-01	1.000000e+00
2.035248e-01	4.000000e-03	1.500000e-01	1.408562e-527	9.834379e-02	1.000000e+00	2.643437e-26	1.143493e-01	1.000000e+00	7.375724e-735	1.248615e-01	1.000000e+00	5.866633e-18	2.123856e-01	8.392825e-02	1.163550e-17	1.071303e+00	2.530711e-02	1.447864e-20	2.715838e-01	8.182542e-02	3.171251e-21	2.849509e-01	5.573250e-02	2.738907e-19	4.439190e-01	3.856873e-01	2.354388e-18	2.471569e-01	6.195039e-02	5.680814e-23	2.849804e-01	5.570936e-02	2.388323e-339	1.012579e-01	1.000000e+00	1.354884e-385	1.009761e-01	1.000000e+00
2.111783e-01	4.000000e-03	1.500000e-01	2.830111e-508	9.889132e-02	1.000000e+00	1.110228e-25	1.144728e-01	1.000000e+00	4.350001e-708	6.181588e-01	1.000000e+00	6.838714e-18	2.955145e-01	2.006543e-02	1.762274e-17	1.101873e-01	9.523409e-01	1.683581e-20	3.274787e-01	4.038289e-02	3.688144e-21	3.727963e-01	4.264326e-02	4.979371e-19	4.358014e-01	2.549725e-01	2.744539e-18	2.155645e-01	6.995998e-02	6.606743e-23	3.728458e-01	4.263251e-02	5.832968e-327	1.016496e-01	1.000000e+00	1.554486e-371	1.016629e-01	1.000000e+00
2.191197e-01	4.000000e-03	1.500000e-01	1.132142e-489	9.937129e-02	1.000000e+00	4.422921e-25	1.106103e-01	1.000000e+00	2.638678e-682	1.352930e-01	1.000000e+00	7.975965e-18	2.826652e-01	3.174526e-02	2.703417e-17	1.292514e+00	4.970512e-01	1.958968e-20	2.907541e-01	4.478981e-02	4.294839e-21	2.829569e-01	5.879607e-02	8.778939e-19	1.128381e-01	9.149549e-01	3.203245e-18	2.364190e-01	4.701145e-02	7.693539e-23	2.830764e-01	5.871162e-02	5.052914e-315	1.030247e-01	1.000000e+00	5.499323e-358	1.022591e-01	1.000000e+00
2.273597e-01	4.000000e-03	1.500000e-01	9.603799e-472	9.926885e-02	1.000000e+00	1.715265e-24	3.078506e-01	1.796520e-01	1.901201e-657	1.379477e-01	1.000000e+00	9.344668e-18	2.565793e-01	9.791089e-02	3.987018e-17	1.143886e-01	9.999938e-01	2.292336e-20	2.761259e-01	1.786948e-01	5.020564e-21	2.845524e-01	7.066284e-02	1.553212e-18	2.961992e-01	2.003392e-01	3.754932e-18	2.328644e-01	1.024261e-01	8.993551e-23	2.846169e-01	7.060445e-02	1.618457e-303	1.030815e-01	1.000000e+00	6.287025e-345	1.006038e-01	1.000000e+00
2.359095e-01	4.000000e-03	1.500000e-01	1.828210e-454	9.922348e-02	1.000000e+00	6.240182e-24	3.511529e-01	1.139647e-01	1.727611e-633	1.314511e-01	1.000000e+00	1.101292e-17	2.752912e-01	7.506844e-02	6.026615e-17	9.986909e-01	6.664144e-02	2.695613e-20	2.840944e-01	7.025090e-02	5.907565e-21	3.608160e-01	2.829870e-02	2.656996e-18	1.148188e-01	3.367471e-01	4.427021e-18	2.711992e-01	2.503187e-02	1.058247e-22	3.608315e-01	2.829638e-02	1.987892e-292	1.060128e-01	1.000000e+00	2.419872e-332	1.035572e-01	1.000000e+00
2.447809e-01	4.000000e-03	1.500000e-01	8.219868e-438	9.983032e-02	1.000000e+00	2.169296e-23	3.357963e-01	9.196547e-02	2.151804e-610	1.251795e-01	1.000000e+00	1.301195e-17	2.527346e-01	8.221516e-02	8.769299e-17	1.104898e-01	8.934695e-01	3.179926e-20	3.025632e-01	4.785086e-02	6.969488e-21	3.217397e-01	4.381276e-02	4.511076e-18	1.118974e-01	4.985878e-01	5.230949e-18	2.235940e-01	1.642568e-01	1.248472e-22	3.217377e-01	4.381299e-02	9.670971e-282	1.051835e-01	1.000000e+00	3.257867e-320	1.015961e-01	1.000000e+00
2.539859e-01	4.000000e-03	1.500000e-01	9.189980e-422	9.903534e-02	1.000000e+00	7.209706e-23	3.455404e-01	9.886427e-02	3.802817e-588	1.097792e-01	1.000000e+00	1.538941e-17	2.485814e-01	7.935296e-02	1.280784e-16	1.108397e-01	8.801556e-02	3.757383e-20	2.828181e-01	7.123617e-02	8.231177e-21	3.698286e-01	2.415285e-02	7.525259e-18	1.111190e-01	3.742280e-01	6.189627e-18	2.418330e-01	1.232186e-01	1.474482e-22	3.697696e-01	2.416193e-02	1.980193e-271	1.949682e+00	1.000000e+00	1.591097e-308	1.029217e-01	1.000000e+00
2.635371e-01	4.000000e-03	1.500000e-01	2.686603e-406	1.022140e-01	1.000000e+00	2.294829e-22	2.643320e-01	8.338633e-02	1.063689e-566	1.087547e-01	1.000000e+00	1.822886e-17	2.735467e-01	5.712512e-02	1.846885e-16	1.159144e-01	5.047386e-02	4.443971e-20	2.674014e-01	9.503968e-02	9.736490e-21	2.567553e-01	2.545158e-02	1.232444e-17	1.117105e-01	9.461806e-01	7.332477e-18	2.832530e-01	3.279701e-02	1.744077e-22	2.567833e-01	2.472596e-02	1.619144e-261	1.046773e-01	1.000000e+00	2.922703e-297	1.058351e-01	1.000000e+00
2.734474e-01	4.000000e-03	1.500000e-01	2.156373e-391	1.007317e-01	1.000000e+00	7.013158e-22	4.071120e-01	2.012564e-02	4.961990e-546	1.351776e-01	1.000000e+00	2.162482e-17	2.889507e-01	4.942487e-02	2.646689e-16	1.403397e-01	1.018235e-01	5.263534e-20	3.260674e-01	3.417484e-02	1.154172e-20	3.168424e-01	6.337603e-04	2.013753e-17	2.834803e-01	5.650591e-02	8.702297e-18	2.600301e-01	7.452757e-02	2.067511e-22	3.168517e-01	6.336390e-04	5.935491e-252	1.045506e-01	1.000000e+00	2.094038e-286	1.015330e-01	1.000000e+00
2.837304e-01	4.000000e-03	1.500000e-01	4.979178e-377	1.009434e-01	1.000000e+00	2.015922e-21	1.262622e-01	1.000000e+00	4.118596e-526	1.315666e-01	1.000000e+00	2.565539e-17	2.681268e-01	4.973680e-02	3.718196e-16	1.125945e-01	3.327700e-02	6.241761e-20	3.209538e-01	4.977825e-02	1.370720e-20	8.173321e-01	1.459481e-02	3.205057e-17	3.730572e-01	3.063854e-02	1.033177e-17	2.600742e-01	6.049148e-02	2.455416e-22	8.170256e-01	1.459158e-02	9.963906e-243	1.037356e+00	1.000000e+00	6.180704e-276	1.185173e+00	1.000000e+00
2.944000e-01	4.000000e-03	1.500000e-01	3.460989e-363	1.017143e-01	1.000000e+00	5.690904e-21	1.173607e-01	1.000000e+00	6.483846e-507	1.345605e-01	1.000000e+00	3.049451e-17	2.971708e-01	3.389636e-02	5.231096e-16	1.269432e-01	7.136423e-06	7.410020e-20	2.740052e-01	6.091297e-02	1.625607e-20	6.131912e-01	1.542153e-02	5.025562e-17	8.517227e-01	6.457762e-01	1.228380e-17	2.582628e-01	8.931369e-02	2.912001e-22	6.129482e-01	1.543337e-02	7.438945e-234	1.080925e-01	1.000000e+00	7.459686e-266	1.605137e+00	1.000000e+00
3.054710e-01	4.000000e-03	1.500000e-01	7.563103e-350	1.012176e-01	1.000000e+00	1.548801e-20	1.165048e-01	1.000000e+00	2.053861e-488	1.351023e-01	1.000000e+00	3.627727e-17	3.192961e-01	2.893130e-02	7.249783e-16	1.230988e-01	2.503313e-04	8.806141e-20	2.903637e-01	1.771918e-02	1.929468e-20	3.307877e-01	1.000000e+00	7.769969e-17	6.889991e-01	5.630346e-01	1.460955e-17	2.626962e-01	5.144712e-02	3.456321e-22	3.307873e-01	1.000000e+00	2.692259e-225	1.026890e-01	1.000000e+00	3.777300e-256	1.047360e-01	1.000000e+00
3.169582e-01	4.000000e-03	1.500000e-01	5.411925e-337	1.002909e-01	1.000000e+00	4.064130e-20	1.188932e-01	1.000000e+00	1.388328e-470	1.346186e-01	1.000000e+00	4.318747e-17	3.094925e-01	4.288567e-02	9.990656e-16	1.807789e-01	5.829586e-01	1.047965e-19	3.356464e-01	4.889476e-04	2.294641e-20	3.721733e-01	3.891922e-02	1.185360e-16	6.193003e-01	3.157833e-02	1.739002e-17	2.752487e-01	3.912248e-02	4.110574e-22	3.665304e-01	3.951632e-02	4.757382e-217	1.024779e-01	1.000000e+00	8.709716e-247	1.039545e-01	1.000000e+00
3.288774e-01	4.000000e-03	1.500000e-01	1.322400e-324	1.043733e-01	1.000000e+00	1.052230e-19	2.311842e-01	1.569978e-01	2.118806e-453	1.086679e-01	1.000000e+00	5.144954e-17	2.435300e-01	2.428228e-01	1.363757e-15	5.910439e-01	3.098604e-02	1.246215e-19	1.628288e-01	1.823087e-01	2.731768e-20	3.023354e-01	7.500199e-02	1.787448e-16	4.690193e-01	6.087174e-02	2.072626e-17	2.928132e-01	3.148108e-02	4.893503e-22	3.023700e-01	7.498642e-02	4.218772e-209	1.027346e-01	1.000000e+00	9.371063e-238	1.792901e+00	1.000000e+00
3.412449e-01	4.000000e-03	1.500000e-01	1.146461e-312	1.030774e-01	1.000000e+00	2.580513e-19	2.455434e-01	6.269589e-02	7.697180e-437	1.095133e-01	1.000000e+00	6.137835e-17	3.166887e-01	1.776932e-02	1.846144e-15	1.990380e-01	8.060433e-01	1.485367e-19	3.488162e-01	4.209604e-02	3.254362e-20	2.551698e-01	1.476524e-01	2.655412e-16	7.292598e-01	4.390601e-01	2.472347e-17	3.477402e-01	2.564321e-02	5.829641e-22	2.551403e-01	1.477177e-01	1.925438e-201	9.842078e-02	1.000000e+00	4.491685e-229	1.025014e-01	1.000000e+00
3.540774e-01	4.000000e-03	1.500000e-01	3.663358e-301	1.025667e-01	1.000000e+00	6.133627e-19	3.324821e-01	1.859631e-02	7.011155e-421	1.082956e-01	1.000000e+00	7.321474e-17	3.095099e-01	2.148851e-02	2.487500e-15	8.996805e-01	1.727790e-01	1.769898e-19	1.688808e-01	2.971074e-01	3.878997e-20	3.107408e-01	5.287282e-02	3.855059e-16	1.090772e-01	1.000000e+00	2.950034e-17	4.026903e-01	4.073369e-02	6.948567e-22	3.107386e-01	5.287196e-02	4.612624e-194	1.001111e-01	1.000000e+00	1.091493e-220	4.270614e-01	1.000000e+00
3.673925e-01	4.000000e-03	1.500000e-01	4.470365e-290	1.055172e-01	1.000000e+00	1.413130e-18	2.813760e-01	2.344645e-02	1.685267e-405	1.100406e-01	1.000000e+00	8.736307e-17	3.149035e-01	1.000000e+00	3.314535e-15	2.253845e-01	6.431573e-01	2.117371e-19	9.468446e-01	1.163637e-02	4.628759e-20	2.986404e-01	3.148568e-02	5.642869e-16	1.152062e-01	4.843805e-02	3.521717e-17	3.465468e-01	3.925638e-02	8.291635e-22	2.986466e-01	3.148385e-02	5.963792e-187	9.994586e-02	1.000000e+00	1.263926e-212	1.016213e-01	1.000000e+00
3.812083e-01	4.000000e-03	1.500000e-01	2.157508e-279	1.051445e-01	1.000000e+00	3.161253e-18	3.082746e-01	2.135263e-02	1.121083e-390	1.108444e-01	1.000000e+00	1.043569e-16	3.799706e-01	1.000000e+00	4.349227e-15	1.287644e-01	7.522930e-01	2.521479e-19	3.169328e-01	4.181062e-02	5.525962e-20	2.734990e-01	1.199243e-01	8.163257e-16	2.594209e-01	2.531022e-02	4.208001e-17	2.932700e-01	1.864032e-02	9.898819e-22	2.735002e-01	1.199396e-01	4.249929e-180	1.012124e-01	1.000000e+00	7.599007e-205	1.005849e-01	1.000000e+00
3.955436e-01	4.000000e-03	1.500000e-01	4.344402e-269	4.379064e-01	1.000000e+00	6.870516e-18	3.037214e-01	3.189842e-02	2.162419e-376	1.089820e-01	1.000000e+00	1.245152e-16	1.469358e-01	5.765772e-04	5.796672e-15	4.184412e-01	1.390037e-02	3.011474e-19	2.680284e-01	1.707278e-01	6.599195e-20	2.839531e-01	9.269011e-02	1.161883e-15	2.283818e-01	2.997112e-03	5.030840e-17	4.835370e-01	1.000000e+00	1.182133e-21	2.839451e-01	9.269441e-02	1.704885e-173	9.897949e-02	1.000000e+00	2.379479e-197	1.000993e-01	1.000000e+00
4.104181e-01	4.000000e-03	1.500000e-01	3.555260e-259	1.043855e-01	1.000000e+00	1.466133e-17	1.902130e+00	9.439018e-01	1.288332e-362	3.377622e-01	1.000000e+00	1.490828e-16	1.629899e-01	1.511105e-03	7.597272e-15	4.110536e-01	3.142960e-02	3.599487e-19	2.788265e-01	7.805488e-02	7.885168e-20	3.228627e-01	4.191038e-02	1.634928e-15	1.223081e-01	9.777186e-05	6.016155e-17	3.047453e-01	8.116980e-04	1.412493e-21	3.228662e-01	4.191075e-02	3.934820e-167	1.009359e-01	1.000000e+00	3.977015e-190	9.768652e-02	1.000000e+00
4.258518e-01	4.000000e-03	1.500000e-01	1.292342e-249	1.042628e-01	1.000000e+00	2.952135e-17	1.101658e-01	9.999999e-01	2.341852e-349	1.089355e-01	1.000000e+00	1.783152e-16	3.308108e-01	5.979181e-03	9.901773e-15	3.847511e-01	5.696873e-02	4.302191e-19	3.476773e-01	1.891411e-02	9.423495e-20	2.839493e-01	6.255700e-02	2.284015e-15	1.263705e-01	4.925196e-05	7.191921e-17	2.685116e-01	1.000000e+00	1.688057e-21	2.839504e-01	6.255753e-02	5.324072e-161	1.045423e-01	1.000000e+00	3.629342e-183	1.026375e-01	1.000000e+00
4.418660e-01	4.000000e-03	1.500000e-01	2.117983e-240	1.053918e-01	1.000000e+00	6.041193e-17	1.818137e+00	9.999998e-01	1.432311e-336	1.083541e-01	1.000000e+00	2.133523e-16	1.863432e-01	3.030566e-01	1.270548e-14	1.316923e-01	5.771763e-01	5.146070e-19	2.891524e-01	5.683155e-02	1.127460e-19	2.779445e-01	6.305640e-02	3.128245e-15	1.147945e-01	9.995191e-01	8.604675e-17	2.414905e-01	1.000000e+00	2.019650e-21	2.779430e-01	6.305416e-02	4.309927e-155	9.763098e-02	1.000000e+00	1.872218e-176	1.151456e-01	1.000000e+00
4.584824e-01	4.000000e-03	1.500000e-01	1.627917e-231	1.232701e+00	1.000000e+00	1.179700e-16	1.234495e+00	9.983731e-01	3.091518e-324	1.713496e+00	1.000000e+00	2.553929e-16	1.976740e-01	3.095221e-01	1.655760e-14	3.203478e-01	2.225681e-01	6.156766e-19	2.763534e-01	9.794027e-02	1.349022e-19	2.798130e-01	6.422788e-02	4.345545e-15	4.492288e-01	5.683359e-02	1.028551e-16	1.478294e-01	1.604908e-03	2.416539e-21	2.798121e-01	6.422650e-02	2.124568e-149	9.957044e-02	1.000000e+00	5.366770e-170	9.864981e-02	1.000000e+00
4.757236e-01	4.000000e-03	1.500000e-01	5.714527e-223	1.014078e-01	1.000000e+00	2.254504e-16	4.807142e-01	3.672494e-01	2.257144e-312	1.083421e-01	1.000000e+00	3.031269e-16	1.482009e-01	1.765503e-01	2.128778e-14	6.253851e-01	9.664429e-02	7.367329e-19	3.344863e-01	3.549712e-02	1.614071e-19	3.350995e-01	5.268372e-02	5.915129e-15	2.273229e-01	6.573610e-01	1.233484e-16	4.206007e-01	3.194176e-03	2.891328e-21	3.351003e-01	5.268626e-02	6.498587e-144	1.003510e-01	1.000000e+00	9.059967e-164	1.041446e-01	1.000000e+00
4.936132e-01	4.000000e-03	1.500000e-01	1.002386e-214	1.008134e-01	1.000000e+00	4.220675e-16	3.488226e-01	3.460359e-01	6.275264e-301	1.115463e-01	1.000000e+00	3.630724e-16	1.482336e-01	2.369323e-01	2.718346e-14	3.096512e-01	4.227128e-01	8.822550e-19	4.279857e-01	1.836397e-02	1.933390e-19	2.950544e-01	1.043727e-01	8.009554e-15	8.875172e-01	1.649700e-01	1.477551e-16	2.171708e-01	1.973611e-01	3.463333e-21	2.950411e-01	1.043761e-01	1.256206e-138	9.851220e-02	1.000000e+00	9.078847e-158	9.828204e-02	1.000000e+00
