T	mtheta	mH2	mH	alpha	Rate_Total	dec1	error1	prob1	dec2	error2	prob2	dec3	error3	prob3	dec4	error4	prob4	dec5	error5	prob5	dec6	error6	prob6	dec7	error7	prob7	dec8	error8	prob8	dec9	error9	prob9	dec10	error10	prob10	dec11	error11	prob11	dec12	error12	prob12
1.202486e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.059664e-34	0.000000e+00	0.000000e+00	1.000000e+00	7.676973e-3028	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	6.175447e-91	1.280580e-01	6.600924e-01	5.109417e-930	1.128231e-01	1.000000e+00	1.026123e-34	1.366038e-01	1.222615e-03	1.006359e-34	1.341136e-01	2.888479e-03	1.062938e-1297	0.000000e+00	0.000000e+00	4.628921e-98	1.340524e-01	7.950898e-01	2.718174e-36	1.490685e-01	3.936611e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.224865e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.352389e-34	0.000000e+00	0.000000e+00	1.000000e+00	1.096670e-2972	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.122521e-89	1.314661e-01	6.012918e-01	2.888987e-913	1.075933e-01	1.000000e+00	1.201562e-34	1.348500e-01	4.537129e-05	1.121004e-34	1.339120e-01	4.563990e-03	3.217280e-1274	0.000000e+00	0.000000e+00	1.128221e-96	1.330468e-01	7.753681e-01	2.982275e-36	1.669000e-01	3.858511e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.247660e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.684739e-34	0.000000e+00	0.000000e+00	1.000000e+00	1.546598e-2918	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.934908e-88	1.367987e-01	5.513739e-01	8.066059e-897	1.052542e-01	1.000000e+00	1.404145e-34	1.405177e-01	4.355305e-05	1.247871e-34	1.353315e-01	3.075350e-03	3.649615e-1251	0.000000e+00	0.000000e+00	2.594748e-95	1.345999e-01	8.239545e-01	3.272293e-36	1.533117e-01	4.925246e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.270879e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	3.061713e-34	0.000000e+00	0.000000e+00	1.000000e+00	2.228481e-2865	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	3.165424e-87	1.389226e-01	5.411582e-01	1.127117e-880	1.038647e-01	1.000000e+00	1.637553e-34	1.391790e-01	1.037141e-05	1.388257e-34	1.519401e-01	3.733019e-03	1.561423e-1228	0.000000e+00	0.000000e+00	5.630445e-94	1.311257e-01	7.856017e-01	3.590388e-36	1.521415e-01	4.475195e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.294530e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	3.489700e-34	0.000000e+00	0.000000e+00	1.000000e+00	3.448950e-2813	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	4.916270e-86	1.350743e-01	4.503777e-01	7.983332e-865	1.047940e-01	1.000000e+00	1.906135e-34	1.462649e-01	5.976143e-04	1.544172e-34	1.346134e-01	3.127016e-03	2.586190e-1206	0.000000e+00	0.000000e+00	1.154703e-92	1.288144e-01	7.605494e-01	3.939359e-36	1.520724e-01	3.951564e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.318621e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	3.974279e-34	0.000000e+00	0.000000e+00	1.000000e+00	5.904579e-2762	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	7.259902e-85	1.205943e-01	3.931200e-01	2.901732e-849	1.044369e-01	1.000000e+00	2.215018e-34	1.312874e-01	1.312093e-02	1.716022e-34	1.541511e-01	3.923028e-03	1.675127e-1184	0.000000e+00	0.000000e+00	2.240067e-91	1.283211e-01	6.629376e-01	4.323848e-36	1.707563e-01	8.835018e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.343161e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	4.522168e-34	0.000000e+00	0.000000e+00	1.000000e+00	1.169923e-2711	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.021713e-83	2.661193e-01	7.135107e-01	5.481358e-834	1.050853e-01	1.000000e+00	2.568302e-34	1.380897e-01	1.095882e-03	1.906447e-34	1.567469e-01	3.290246e-03	4.351932e-1163	0.000000e+00	4.594032e-190	4.115647e-90	1.252939e-01	6.339462e-01	4.741843e-36	1.493594e-01	3.267500e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.368158e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	5.142080e-34	0.000000e+00	0.000000e+00	1.000000e+00	2.752443e-2662	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.368266e-82	4.067759e-01	5.984774e-01	5.441534e-819	1.164102e-01	1.000000e+00	2.973095e-34	1.560151e-01	3.742990e-05	2.116962e-34	1.552035e-01	3.887792e-03	4.567572e-1142	0.000000e+00	0.000000e+00	7.172129e-89	1.444611e-01	5.751532e-01	5.202268e-36	1.494573e-01	3.804752e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.393619e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	5.843093e-34	0.000000e+00	0.000000e+00	1.000000e+00	8.292979e-2614	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.747905e-81	2.555186e-01	1.000000e+00	2.932086e-804	4.028308e-01	1.000000e+00	3.435964e-34	1.343274e-01	7.402109e-05	2.350058e-34	1.353408e-01	3.601472e-03	1.996423e-1121	0.000000e+00	1.481033e-147	1.185199e-87	1.386130e-01	5.219280e-01	5.707157e-36	1.561631e-01	5.619173e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.419555e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	6.633075e-34	0.000000e+00	0.000000e+00	1.000000e+00	3.233323e-2566	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.130012e-80	1.688302e-01	1.976368e-01	8.332168e-790	4.651923e-01	1.000000e+00	3.963717e-34	1.361731e-01	7.954227e-05	2.606746e-34	1.446052e-01	3.623064e-03	3.621379e-1101	0.000000e+00	0.000000e+00	1.860581e-86	1.456538e-01	5.674216e-01	6.261238e-36	1.497674e-01	4.436632e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.445973e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	7.525449e-34	0.000000e+00	0.000000e+00	1.000000e+00	1.711557e-2519	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.479240e-79	1.570438e-01	1.246826e-01	1.263189e-775	1.158575e-01	1.000000e+00	4.566012e-34	1.320742e-01	5.880662e-03	2.890752e-34	1.561005e-01	2.683068e-03	2.819919e-1081	0.000000e+00	0.000000e+00	2.775547e-85	1.304447e-01	4.881840e-01	6.868506e-36	1.689949e-01	5.525664e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.472883e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	8.532406e-34	0.000000e+00	0.000000e+00	1.000000e+00	1.253648e-2473	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.757813e-78	1.392747e-01	1.438999e-01	1.075108e-761	1.082676e-01	1.000000e+00	5.250422e-34	1.330737e-01	5.927440e-03	3.206633e-34	1.883932e-01	6.135259e-03	9.507578e-1062	0.000000e+00	0.000000e+00	3.942298e-84	2.565963e-01	7.205176e-01	7.535045e-36	1.678213e-01	4.951793e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.500293e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	9.661148e-34	0.000000e+00	0.000000e+00	1.000000e+00	1.333861e-2428	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.934226e-77	1.213572e-01	1.898050e-01	5.091627e-748	1.074152e-01	1.000000e+00	6.027796e-34	1.365188e-01	1.532986e-05	3.550690e-34	1.515952e-01	3.307293e-03	1.406665e-1042	0.000000e+00	0.000000e+00	5.331797e-83	3.015985e-01	7.293285e-01	8.266237e-36	1.696504e-01	5.197696e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.528214e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	1.093523e-33	0.000000e+00	0.000000e+00	1.000000e+00	2.136031e-2384	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.990481e-76	1.224927e-01	2.249753e-01	1.355706e-734	1.135575e-01	1.000000e+00	6.911439e-34	1.325523e-01	4.756843e-03	3.933110e-34	1.405021e-01	2.709980e-03	9.282100e-1024	0.000000e+00	0.000000e+00	6.874492e-82	2.601327e-01	1.000000e+00	9.068445e-36	1.560042e-01	4.318562e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.556654e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	1.236622e-33	0.000000e+00	0.000000e+00	1.000000e+00	5.360940e-2341	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.922178e-75	1.541399e-01	3.345405e-01	2.050851e-721	1.066495e-01	1.000000e+00	7.910107e-34	1.602514e-01	2.291350e-05	4.356637e-34	1.600953e-01	4.782261e-03	2.777468e-1005	0.000000e+00	0.000000e+00	8.456994e-81	1.585619e-01	2.249922e-01	9.947844e-36	1.569669e-01	3.912538e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.585624e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	1.397147e-33	0.000000e+00	0.000000e+00	1.000000e+00	2.164930e-2298	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.736118e-74	1.291241e-01	4.017013e-01	1.781494e-708	1.117549e-01	1.000000e+00	9.041739e-34	1.509428e-01	1.009294e-04	4.820610e-34	1.370724e-01	2.082971e-05	3.840154e-987	1.590155e+00	1.000000e+00	9.934375e-80	4.891375e-01	1.743408e-01	1.091230e-35	1.564579e-01	4.697372e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.615133e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	1.577469e-33	0.000000e+00	0.000000e+00	1.000000e+00	1.444385e-2256	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.459588e-73	1.555293e-01	4.741316e-01	9.166351e-696	4.381938e-01	1.000000e+00	1.032207e-33	1.414898e-01	4.593656e-04	5.332911e-34	1.545751e-01	2.670971e-03	2.399167e-969	1.049475e-01	1.000000e+00	1.114786e-78	1.354665e-01	1.530056e-01	1.197119e-35	1.525748e-01	6.537413e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.645191e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	1.780116e-33	0.000000e+00	0.000000e+00	1.000000e+00	1.665696e-2215	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.123071e-72	1.860160e-01	2.671148e-01	2.651099e-683	1.074957e-01	1.000000e+00	1.176853e-33	1.347263e-01	3.929424e-03	5.901310e-34	1.587005e-01	4.027743e-03	7.266800e-952	1.090984e-01	1.000000e+00	1.196923e-77	1.213341e-01	2.000095e-01	1.313185e-35	1.528702e-01	3.868327e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.675808e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.006519e-33	0.000000e+00	0.000000e+00	1.000000e+00	3.428289e-2175	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.761360e-71	1.558419e-01	2.644684e-01	4.727139e-671	4.549030e-01	1.000000e+00	1.339864e-33	1.353675e-01	2.935837e-03	6.522509e-34	1.468478e-01	2.529395e-03	1.054206e-934	1.097074e-01	1.000000e+00	1.230189e-76	1.225544e-01	2.114494e-01	1.440364e-35	1.700243e-01	6.942323e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.706995e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.260356e-33	0.000000e+00	0.000000e+00	1.000000e+00	1.283092e-2135	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.405576e-70	1.385098e-01	5.156629e-01	4.833883e-659	1.098724e-01	1.000000e+00	1.523502e-33	1.361907e-01	4.137354e-03	7.210545e-34	1.405220e-01	1.663707e-03	7.428165e-918	1.091485e-01	1.000000e+00	1.212293e-75	1.522446e-01	3.756743e-01	1.579953e-35	1.693726e-01	6.296648e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.738762e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.544134e-33	0.000000e+00	0.000000e+00	1.000000e+00	9.161590e-2097	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.079532e-69	1.388210e-01	5.496292e-01	3.040050e-647	1.111302e-01	1.000000e+00	1.730051e-33	1.560727e-01	4.478833e-03	7.967515e-34	1.588501e-01	2.930543e-03	2.575040e-901	1.104239e-01	1.000000e+00	1.144621e-74	1.282932e-01	3.835145e-01	1.733211e-35	1.522734e-01	5.327205e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.771121e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	2.861994e-33	0.000000e+00	0.000000e+00	1.000000e+00	1.261736e-2058	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	7.985208e-69	1.314375e-01	7.637518e-01	1.187947e-635	4.710173e-01	1.000000e+00	1.962794e-33	1.330861e-01	5.515877e-04	8.801911e-34	1.528776e-01	2.395011e-03	4.451080e-885	1.075646e-01	1.000000e+00	1.037300e-73	1.348648e-01	4.011388e-01	1.900956e-35	1.560364e-01	5.774635e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.804082e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	3.216865e-33	0.000000e+00	0.000000e+00	1.000000e+00	3.541715e-2021	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	5.693944e-68	1.255775e-01	7.628416e-01	2.737349e-624	1.076572e-01	1.000000e+00	2.223834e-33	1.336065e-01	2.229049e-03	9.721796e-34	1.450279e-01	1.794423e-03	3.882163e-869	1.089416e-01	1.000000e+00	9.026679e-73	1.960328e-01	3.016937e-01	2.085224e-35	1.575179e-01	5.852355e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.837656e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	3.613127e-33	0.000000e+00	0.000000e+00	1.000000e+00	2.028440e-1984	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	3.916140e-67	1.254883e-01	7.709141e-01	3.987423e-613	1.065668e-01	1.000000e+00	2.516838e-33	1.325943e-01	3.380171e-03	1.073417e-33	1.597602e-01	1.833741e-03	1.732290e-853	1.051425e-01	1.000000e+00	7.548266e-72	1.589714e-01	3.473198e-01	2.287118e-35	1.697028e-01	7.140758e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.871855e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	4.055065e-33	0.000000e+00	0.000000e+00	1.000000e+00	2.486007e-1948	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.600326e-66	1.736384e-01	5.238352e-01	3.632708e-602	1.112015e-01	1.000000e+00	2.844859e-33	1.557763e-01	4.943545e-03	1.185119e-33	1.388154e-01	2.647809e-03	4.083793e-838	8.578744e-01	1.000000e+00	6.069733e-71	1.455648e-01	4.933112e-01	2.508672e-35	1.694018e-01	6.244602e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.906691e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	4.548304e-33	0.000000e+00	0.000000e+00	1.000000e+00	6.634683e-1913	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.666762e-65	1.346211e-01	5.882246e-01	2.083098e-591	1.041925e-01	1.000000e+00	3.212966e-33	1.379696e-01	4.310346e-03	1.307815e-33	1.403726e-01	1.855766e-03	4.836628e-823	1.258761e-01	1.000000e+00	4.697277e-70	1.367886e-01	5.361642e-01	2.752363e-35	1.559221e-01	5.827250e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.942175e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	5.098099e-33	0.000000e+00	0.000000e+00	1.000000e+00	4.028654e-1878	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.032728e-64	1.503764e-01	5.462784e-01	7.600945e-581	1.084889e-01	1.000000e+00	3.625080e-33	1.336171e-01	2.627633e-03	1.442838e-33	1.601986e-01	2.774657e-03	3.162705e-808	3.291241e-01	1.000000e+00	3.500262e-69	1.280893e-01	7.227809e-01	3.018126e-35	1.541141e-01	7.747482e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.978319e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	5.710124e-33	0.000000e+00	0.000000e+00	1.000000e+00	5.669590e-1844	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	6.184494e-64	1.257000e-01	5.349333e-01	1.778165e-570	1.082069e-01	1.000000e+00	4.085199e-33	1.392013e-01	1.907523e-04	1.591823e-33	1.394361e-01	1.830025e-03	1.087227e-793	4.735970e-01	1.000000e+00	2.514582e-68	1.261561e-01	7.830658e-01	3.310219e-35	1.694159e-01	5.040303e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.015136e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	6.391780e-33	0.000000e+00	0.000000e+00	1.000000e+00	1.888310e-1810	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	3.585332e-63	1.234918e-01	6.564714e-01	2.741225e-560	2.426937e-01	9.999998e-01	4.600120e-33	1.370569e-01	2.973817e-03	1.755351e-33	1.431752e-01	1.663663e-03	1.986514e-779	1.061143e-01	1.000000e+00	1.741846e-67	1.263099e-01	7.741132e-01	3.630827e-35	1.704166e-01	6.410595e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.052638e-03	1.000000e-20	1.254361e+02	1.250899e+02	-2.510152e-02	7.151431e-33	0.000000e+00	0.000000e+00	1.000000e+00	1.522959e-1777	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.012306e-62	1.258140e-01	7.221806e-01	2.700852e-550	3.870602e-01	9.999957e-01	5.175220e-33	1.365235e-01	1.356498e-03	1.936382e-33	1.600441e-01	2.828737e-03	2.031327e-765	1.072220e-01	1.000000e+00	1.164765e-66	1.908831e-01	5.154964e-01	3.982822e-35	1.539562e-01	6.059711e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
