T			Rate_Total	LambdaHphi	Lambdaphi	LambdaH	Vsigma	Alpha	mtheta	mH2	mH	dec1	error1	prob1	dec2	error2	prob2	dec3	error3	prob3	dec4	error4	prob4	dec5	error5	prob5	dec6	error6	prob6	dec7	error7	prob7	dec8	error8	prob8	dec9	error9	prob9	dec10	error10	prob10	dec11	error11	prob11	dec12	error12	prob12
1.000000e-03	2.134138e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	3.300461e-3638	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.700857e-104	1.716083e-01	6.081584e-01	4.503653e-1115	0.000000e+00	0.000000e+00	7.557887e-35	1.480878e-01	3.732339e-05	1.334952e-34	1.534633e-01	1.395209e-04	2.326732e-1557	0.000000e+00	0.000000e+00	7.836557e-113	1.463102e-01	3.635416e-01	4.339784e-36	1.599088e-01	7.085405e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.018610e-03	2.451235e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	7.026317e-3572	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	8.859295e-103	1.431445e-01	7.513744e-01	6.305426e-1095	0.000000e+00	1.966551e-122	9.061471e-35	1.486204e-01	5.446772e-05	1.497451e-34	1.371979e-01	2.804616e-03	4.051095e-1529	0.000000e+00	0.000000e+00	3.657348e-111	1.354613e-01	3.547898e-01	4.763718e-36	1.485132e-01	3.970681e-06	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.037567e-03	2.814089e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	9.179458e-3507	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.724885e-101	1.358987e-01	6.968229e-01	3.742060e-1075	0.000000e+00	0.000000e+00	1.083545e-34	1.531724e-01	2.642884e-05	1.678255e-34	1.362095e-01	2.574614e-06	2.141281e-1501	0.000000e+00	0.000000e+00	1.590728e-109	1.250349e-01	6.025924e-01	5.228898e-36	1.481981e-01	3.812534e-06	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.056876e-03	3.228936e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	7.873018e-100	1.468371e-01	7.040435e-01	9.799325e-1056	0.000000e+00	0.000000e+00	1.292330e-34	1.498427e-01	3.926118e-05	1.879229e-34	1.517009e-01	2.979380e-05	3.525878e-1474	0.000000e+00	0.000000e+00	6.457412e-108	1.277344e-01	6.046499e-01	5.737667e-36	1.472864e-01	4.564271e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.076545e-03	3.703568e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	2.094871e-3380	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.138551e-98	1.328855e-01	7.777797e-01	1.127587e-1036	0.000000e+00	0.000000e+00	1.537468e-34	1.545465e-01	4.459757e-03	2.103133e-34	1.335723e-01	5.241912e-04	1.843148e-1447	0.000000e+00	0.000000e+00	2.450370e-106	1.390284e-01	5.985157e-01	6.296743e-36	1.476861e-01	5.547807e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.096579e-03	4.245268e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	8.464407e-3319	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	5.465021e-97	1.375365e-01	7.928610e-01	5.833149e-1018	0.000000e+00	0.000000e+00	1.824629e-34	1.516267e-01	4.410348e-05	2.351538e-34	1.369637e-01	2.640329e-03	3.142940e-1421	0.000000e+00	0.000000e+00	8.686187e-105	1.387818e-01	6.897928e-01	6.910057e-36	1.507816e-01	7.189436e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.116987e-03	4.863867e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	2.574191e-3258	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.316163e-95	1.354808e-01	7.677810e-01	1.370894e-999	0.000000e+00	0.000000e+00	2.160461e-34	1.321066e-01	1.159828e-04	2.627585e-34	1.345026e-01	2.172984e-04	1.770776e-1395	0.000000e+00	0.000000e+00	2.888296e-103	1.411476e-01	7.460866e-01	7.582095e-36	1.642503e-01	5.274854e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.137774e-03	5.569230e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	6.174812e-3199	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	2.991999e-94	1.344620e-01	8.138378e-01	1.458713e-981	1.028737e-01	1.000000e+00	2.551810e-34	1.497134e-01	3.638408e-05	2.934213e-34	1.337448e-01	3.397724e-03	3.384499e-1370	0.000000e+00	0.000000e+00	8.997400e-102	1.483774e-01	6.093615e-01	8.320638e-36	1.483688e-01	3.737412e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.158948e-03	6.373247e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	1.212909e-3140	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	6.418801e-93	1.305876e-01	7.730530e-01	7.402866e-964	9.990605e-02	1.000000e+00	3.007496e-34	1.489547e-01	4.248918e-05	3.274447e-34	1.340873e-01	3.798838e-03	2.223933e-1345	0.000000e+00	0.000000e+00	2.632245e-100	1.283818e-01	7.753004e-01	9.130409e-36	1.556966e-01	3.948970e-04	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.180517e-03	7.288746e-34	2.000000e-08	1.000000e-01	2.585680e-01	3.955690e+02	-1.081596e-01	1.000000e-20	1.250900e+02	1.250899e+02	0.000000e+00	0.000000e+00	1.000000e+00	2.051129e-3083	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	1.301730e-91	1.278025e-01	7.560172e-01	1.783554e-946	1.083685e-01	1.000000e+00	3.536738e-34	1.396282e-01	5.486084e-05	3.651810e-34	1.340487e-01	3.121151e-03	5.153260e-1321	0.000000e+00	0.000000e+00	7.239253e-99	1.325613e-01	7.968422e-01	1.001971e-35	1.496089e-01	1.501131e-06	0.000000e+00	0.000000e+00	1.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
