	T          	mtheta     	mh2        	dec1       	error1     	prob1      	dec2       	error2     	prob2      	dec3       	error3     	prob3      	dec4       	error4     	prob4      	dec5       	error5     	prob5      	dec6       	error6     	prob6      	dec7       	error7     	prob7      	dec8       	error8     	prob8      	dec9       	error9     	prob9      	dec10      	error10    	prob10     	dec11      	error11    	prob11     	dec12      	error12    	prob12     	dectotal   
1.000000e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.224689e-3591	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.957900e-43	-9.324472e-02	1.000000e+00	-3.771941e-1018	-1.347980e+92	0.000000e+00	-2.408127e-45	-2.073450e-01	1.000000e+00	-5.270426e-46	-2.526821e-01	1.000000e+00	-5.035295e-1462	-inf	0.000000e+00	-2.483697e-43	-1.065790e-01	1.000000e+00	-9.561465e-48	-8.629612e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.471044e-43
1.037605e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.735039e-3460	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.568092e-40	-9.927988e-02	1.000000e+00	-1.549057e-980	-1.255049e+52	0.000000e+00	-5.373277e-43	-1.985160e-01	1.000000e+00	-1.203729e-43	-3.481329e-01	1.000000e+00	-2.244183e-1408	-inf	0.000000e+00	-5.532580e-41	-9.553825e-02	1.000000e+00	-2.095979e-45	-2.964186e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.127948e-40
1.076624e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.193528e-3293	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.899264e-38	-9.331376e-02	1.000000e+00	-2.738988e-944	-3.304973e+13	0.000000e+00	-1.007026e-40	-2.087795e-01	1.000000e+00	-2.226778e-41	-3.521212e-01	1.000000e+00	-1.170989e-1356	-inf	0.000000e+00	-1.022973e-38	-9.380580e-02	1.000000e+00	-3.876217e-43	-4.386792e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.934573e-38
1.117111e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.289621e-3173	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.433409e-36	-9.278058e-02	1.000000e+00	-2.289492e-909	-1.087949e-01	1.000000e+00	-1.539013e-38	-2.082006e-01	1.000000e+00	-3.398385e-39	-2.544318e-01	1.000000e+00	-8.107878e-1307	-inf	0.000000e+00	-1.564664e-36	-9.377619e-02	1.000000e+00	-5.911012e-41	-3.043783e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.016920e-36
1.159120e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-6.233125e-3058	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.646150e-34	-9.281168e-02	1.000000e+00	-1.061283e-875	-1.099270e-01	1.000000e+00	-1.959413e-36	-2.096273e-01	1.000000e+00	-4.229796e-37	-2.503730e-01	1.000000e+00	-8.962269e-1259	-inf	0.000000e+00	-1.992609e-34	-9.431984e-02	1.000000e+00	-7.531142e-39	-2.718283e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.662658e-34
1.202708e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.270119e-2946	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.026217e-32	-9.263233e-02	1.000000e+00	-2.961810e-843	-1.174931e-01	1.000000e+00	-2.090192e-34	-2.051386e-01	1.000000e+00	-4.573765e-35	-2.519428e-01	1.000000e+00	-1.782837e-1212	-1.558579e+275	2.227132e-290	-2.127061e-32	-9.424631e-02	1.000000e+00	-8.113835e-37	-4.575890e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.178835e-32
1.247936e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-6.326730e-2839	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.495507e-30	-1.072765e-01	1.000000e+00	-5.507463e-812	-1.114770e-01	1.000000e+00	-1.881506e-32	-1.907439e-01	1.000000e+00	-4.109976e-33	-2.703925e-01	1.000000e+00	-7.358742e-1168	-3.609428e+228	0.000000e+00	-1.939689e-30	-1.092772e-01	1.000000e+00	-7.170444e-35	-3.961844e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.458193e-30
1.294865e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.197578e-2735	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.201450e-28	-1.077495e-01	1.000000e+00	-7.534806e-782	-1.107917e-01	1.000000e+00	-1.436740e-30	-2.002849e-01	1.000000e+00	-3.138282e-31	-2.352213e-01	1.000000e+00	-7.409690e-1125	-4.036631e+183	0.000000e+00	-1.483110e-28	-1.083636e-01	1.000000e+00	-5.481542e-33	-3.349836e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.702121e-28
1.343558e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.352228e-2635	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.742601e-26	-1.080841e-01	1.000000e+00	-8.332398e-753	-1.128103e-01	1.000000e+00	-9.371306e-29	-2.070523e-01	1.000000e+00	-2.053020e-29	-2.604312e-01	1.000000e+00	-2.041211e-1083	-1.932299e+140	0.000000e+00	-9.556943e-27	-9.371284e-02	1.000000e+00	-3.723441e-31	-3.942154e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.709757e-26
1.394083e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.003544e-2539	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.520405e-24	-9.524478e-02	1.000000e+00	-8.053553e-725	-9.699731e-02	1.000000e+00	-5.316988e-27	-2.213262e-01	1.000000e+00	-1.133502e-27	-2.396147e-01	1.000000e+00	-1.759774e-1043	-3.441235e+98	0.000000e+00	-5.369636e-25	-9.527420e-02	1.000000e+00	-2.011058e-29	-2.558250e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.063839e-24
1.446507e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-9.686122e-2447	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.374177e-23	-9.452452e-02	1.000000e+00	-7.621745e-698	-9.511464e-02	1.000000e+00	-2.488541e-25	-2.006386e-01	1.000000e+00	-5.434765e-26	-2.285525e-01	1.000000e+00	-5.503421e-1005	-1.956366e+58	2.990187e-73	-2.605485e-23	-9.486548e-02	1.000000e+00	-9.679952e-28	-3.005430e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.001008e-22
1.500903e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.070854e-2357	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.134188e-21	-1.071471e-01	1.000000e+00	-7.591940e-672	-9.652079e-02	1.000000e+00	-1.042790e-23	-2.006379e-01	1.000000e+00	-2.275461e-24	-2.244022e-01	1.000000e+00	-6.885343e-968	-3.202208e+19	6.582768e-36	-1.106360e-21	-1.063593e-01	1.000000e+00	-4.060388e-26	-2.782096e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.253292e-21
1.557345e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.556045e-2271	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.146514e-19	-1.058586e-01	1.000000e+00	-8.625881e-647	-9.807858e-02	1.000000e+00	-3.832147e-22	-2.017982e-01	1.000000e+00	-8.687417e-23	-5.343321e-01	1.000000e+00	-3.803423e-932	-1.181837e-01	1.000000e+00	-4.048453e-20	-1.089594e-01	1.000000e+00	-1.488063e-24	-2.561667e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.556075e-19
1.615909e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.380134e-2188	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.683567e-18	-1.030454e-01	1.000000e+00	-1.210066e-622	-9.479258e-02	1.000000e+00	-1.273640e-20	-2.074195e-01	1.000000e+00	-2.675732e-21	-2.177626e-01	1.000000e+00	-1.085980e-897	-1.095664e-01	1.000000e+00	-1.301928e-18	-1.069495e-01	1.000000e+00	-4.771688e-23	-4.039496e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.000955e-18
1.676675e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.160285e-2108	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.046165e-16	-1.095325e-01	1.000000e+00	-2.260792e-599	-9.522348e-02	1.000000e+00	-3.445754e-19	-1.982584e-01	1.000000e+00	-7.509077e-20	-2.524713e-01	1.000000e+00	-1.748276e-864	-1.128580e-01	1.000000e+00	-3.693716e-17	-1.057037e-01	1.000000e+00	-1.339594e-21	-2.419952e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.419747e-16
1.739726e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.480390e-2031	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.629198e-15	-1.110064e-01	1.000000e+00	-6.052663e-577	-9.472521e-02	1.000000e+00	-9.058131e-18	-1.949840e-01	1.000000e+00	-1.981971e-18	-2.526379e-01	1.000000e+00	-1.759860e-832	-1.100787e-01	1.000000e+00	-9.283026e-16	-1.070368e-01	1.000000e+00	-3.356839e-20	-2.987950e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.568574e-15
1.805149e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.708431e-1957	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.857062e-14	-1.207115e-01	1.000000e+00	-2.491349e-555	-9.476338e-02	1.000000e+00	-2.015215e-16	-2.046841e-01	1.000000e+00	-4.407374e-17	-2.595370e-01	1.000000e+00	-1.225703e-801	-1.100271e-01	1.000000e+00	-2.067928e-14	-1.147471e-01	1.000000e+00	-7.456526e-19	-3.116994e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.949624e-14
1.873032e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.776082e-1885	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.167434e-12	-1.121410e-01	1.000000e+00	-1.709213e-534	-1.132327e-01	1.000000e+00	-3.969678e-15	-2.054928e-01	1.000000e+00	-8.269713e-16	-2.420468e-01	1.000000e+00	-6.504126e-772	-1.098155e-01	1.000000e+00	-4.124015e-13	-1.117691e-01	1.000000e+00	-1.573015e-17	-3.912979e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.584648e-12
1.943467e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.697453e-1816	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.058138e-11	-9.503626e-02	1.000000e+00	-2.035439e-514	-1.102476e-01	1.000000e+00	-7.044240e-14	-1.956835e-01	1.000000e+00	-1.563120e-14	-2.517329e-01	1.000000e+00	-2.849832e-743	-1.002240e-01	1.000000e+00	-7.273730e-12	-9.485190e-02	1.000000e+00	-2.803302e-16	-4.443268e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.794147e-11
2.016551e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-5.145123e-1750	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.305320e-10	-9.777159e-02	1.000000e+00	-4.476156e-495	-9.369153e-02	1.000000e+00	-1.122645e-12	-2.045669e-01	1.000000e+00	-2.489691e-13	-2.495692e-01	1.000000e+00	-1.157806e-715	-9.473289e-02	1.000000e+00	-1.167178e-10	-9.871198e-02	1.000000e+00	-4.366195e-15	-2.277765e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.486258e-10
2.092383e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-6.162074e-1686	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.854620e-09	-1.089661e-01	1.000000e+00	-1.982224e-476	-9.479708e-02	1.000000e+00	-1.652775e-11	-2.056655e-01	1.000000e+00	-3.608266e-12	-2.442108e-01	1.000000e+00	-4.695955e-689	-9.733135e-02	1.000000e+00	-1.716627e-09	-1.072555e-01	1.000000e+00	-6.394936e-14	-4.188621e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.591448e-09
2.171068e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-3.459273e-1624	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.390315e-08	-1.091023e-01	1.000000e+00	-1.850627e-458	-9.498130e-02	1.000000e+00	-2.169067e-10	-2.030124e-01	1.000000e+00	-4.735167e-11	-2.413786e-01	1.000000e+00	-2.065145e-663	-9.722597e-02	1.000000e+00	-2.259456e-08	-1.093256e-01	1.000000e+00	-8.459063e-13	-2.717238e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.676281e-08
2.252711e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.104914e-1564	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.658234e-07	-1.109002e-01	1.000000e+00	-3.854078e-441	-9.764771e-02	1.000000e+00	-2.604158e-09	-2.096548e-01	1.000000e+00	-5.637346e-10	-2.518674e-01	1.000000e+00	-1.067291e-638	-9.697409e-02	1.000000e+00	-2.708220e-07	-1.075271e-01	1.000000e+00	-1.013093e-11	-2.656870e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.039823e-06
2.337424e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.509307e-1507	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.277906e-06	-9.557767e-02	1.000000e+00	-1.890501e-424	-9.808743e-02	1.000000e+00	-2.845244e-08	-2.043023e-01	1.000000e+00	-6.169131e-09	-2.575470e-01	1.000000e+00	-7.007114e-615	-9.538185e-02	1.000000e+00	-2.928534e-06	-9.974802e-02	1.000000e+00	-1.094509e-10	-2.638869e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.124117e-05
2.425323e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.623690e-1452	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.306670e-05	-9.438270e-02	1.000000e+00	-2.300943e-408	-9.537541e-02	1.000000e+00	-2.860324e-07	-2.063161e-01	1.000000e+00	-6.329103e-08	-2.828127e-01	1.000000e+00	-6.298627e-592	-9.795388e-02	1.000000e+00	-2.938276e-05	-9.433174e-02	1.000000e+00	-1.132177e-09	-7.879769e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.127999e-04
2.516527e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-8.641212e-1399	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.652209e-04	-9.693768e-02	1.000000e+00	-7.307564e-393	-9.648878e-02	1.000000e+00	-2.606387e-06	-1.992534e-01	1.000000e+00	-5.706285e-07	-2.553331e-01	1.000000e+00	-8.331793e-570	-9.543742e-02	1.000000e+00	-2.707375e-04	-9.638914e-02	1.000000e+00	-1.042934e-08	-2.874319e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.039146e-03
2.611161e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.864788e-1347	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.504328e-03	-9.881909e-02	1.000000e+00	-6.364207e-378	-9.713662e-02	1.000000e+00	-2.180835e-05	-2.044518e-01	1.000000e+00	-4.937860e-06	-2.384425e-01	1.000000e+00	-1.760444e-548	-1.108134e-01	1.000000e+00	-2.301468e-03	-9.709317e-02	1.000000e+00	-8.470560e-08	-2.173689e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.832627e-03
2.709354e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-5.721159e-1298	-inf	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.108418e-02	-9.561553e-02	1.000000e+00	-1.591924e-363	-9.449594e-02	1.000000e+00	-1.756289e-04	-2.048009e-01	1.000000e+00	-3.780906e-05	-2.615307e-01	1.000000e+00	-6.198754e-528	-1.091368e-01	1.000000e+00	-1.808187e-02	-9.560003e-02	1.000000e+00	-6.939137e-07	-1.188726e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.938018e-02
2.811239e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.792204e-1250	-5.069000e+280	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.719789e-01	-9.587356e-02	1.000000e+00	-1.195799e-349	-9.463646e-02	1.000000e+00	-1.292137e-03	-3.939550e-01	1.000000e+00	-2.818811e-04	-2.387348e-01	1.000000e+00	-3.876560e-508	-9.487260e-02	1.000000e+00	-1.316075e-01	-9.643613e-02	1.000000e+00	-4.867448e-06	-5.084390e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.051653e-01
2.916956e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.519876e-1204	-7.127943e+233	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.566133e+00	-2.509266e-01	1.000000e+00	-2.821719e-336	-9.529417e-02	1.000000e+00	-8.738483e-03	-2.944798e-01	1.000000e+00	-1.906624e-03	-2.218495e-01	1.000000e+00	-4.698161e-489	-9.496439e-02	1.000000e+00	-9.049238e-01	-1.593454e-01	1.000000e+00	-3.264374e-05	-2.956852e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.481734e+00
3.026648e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.968374e-1160	-4.920615e+188	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.609783e+01	-1.094607e-01	1.000000e+00	-2.179370e-323	-9.621066e-02	1.000000e+00	-5.459951e-02	-2.139809e-01	1.000000e+00	-1.202649e-02	-2.447580e-01	1.000000e+00	-1.157853e-470	-9.386733e-02	1.000000e+00	-5.703345e+00	-1.102929e-01	1.000000e+00	-2.153904e-04	-5.955613e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.186801e+01
3.140465e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.397443e-1117	-1.484867e+145	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.368555e+01	-9.570163e-02	1.000000e+00	-5.736185e-311	-9.595111e-02	1.000000e+00	-3.223429e-01	-2.069605e-01	1.000000e+00	-7.087658e-02	-2.521509e-01	1.000000e+00	-6.140973e-453	-9.445201e-02	1.000000e+00	-3.360662e+01	-1.080138e-01	1.000000e+00	-1.265867e-03	-7.998965e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.276867e+02
3.258562e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-3.275987e-1076	-1.688685e+103	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.171703e+02	-9.708008e-02	1.000000e+00	-5.349397e-299	-9.472942e-02	1.000000e+00	-1.771282e+00	-2.060043e-01	1.000000e+00	-3.867386e-01	-2.420831e-01	1.000000e+00	-7.418238e-436	-9.615675e-02	1.000000e+00	-1.831929e+02	-9.962659e-02	1.000000e+00	-6.961395e-03	-2.302688e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.025282e+02
3.381101e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.464884e-1036	-6.248365e+62	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.680194e+03	-9.704703e-02	1.000000e+00	-1.834958e-287	-9.845224e-02	1.000000e+00	-9.294426e+00	-2.821812e-01	1.000000e+00	-2.033834e+00	-3.404158e-01	1.000000e+00	-2.152249e-419	-9.760483e-02	1.000000e+00	-9.497268e+02	-9.636417e-02	1.000000e+00	-3.590869e-02	-2.985379e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.641285e+03
3.508247e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.383278e-998	-6.750069e+23	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.309452e+04	-9.710610e-02	1.000000e+00	-2.403686e-276	-9.882808e-02	1.000000e+00	-4.507986e+01	-2.093669e-01	1.000000e+00	-9.853430e+00	-2.492294e-01	1.000000e+00	-1.578966e-403	-9.513182e-02	1.000000e+00	-4.640756e+03	-9.742375e-02	1.000000e+00	-1.743456e-01	-3.337692e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.779039e+04
3.640175e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.561229e-961	-1.165110e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.035026e+04	-1.017377e-01	1.000000e+00	-1.244717e-265	-1.000561e-01	1.000000e+00	-2.072965e+02	-2.120580e-01	1.000000e+00	-4.519950e+01	-2.409779e-01	1.000000e+00	-3.080527e-388	-9.559252e-02	1.000000e+00	-2.139449e+04	-1.000372e-01	1.000000e+00	-8.053790e-01	-2.803377e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.199806e+04
3.777064e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.827373e-926	-1.100091e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.627850e+05	-9.704449e-02	1.000000e+00	-2.632585e-255	-9.843540e-02	1.000000e+00	-9.086317e+02	-2.922971e-01	1.000000e+00	-1.966296e+02	-2.341209e-01	1.000000e+00	-1.676618e-373	-9.638194e-02	1.000000e+00	-9.503774e+04	-4.528820e-01	1.000000e+00	-3.509067e+00	-3.187840e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.589315e+05
3.919100e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-7.717993e-892	-1.132789e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.105001e+06	-2.656685e-01	1.000000e+00	-2.351196e-245	-9.596921e-02	1.000000e+00	-3.706309e+03	-2.052632e-01	1.000000e+00	-8.103603e+02	-2.203490e-01	1.000000e+00	-2.664557e-359	-9.768603e-02	1.000000e+00	-3.841837e+05	-9.749562e-02	1.000000e+00	-1.423886e+01	-4.477146e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.493716e+06
4.066478e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-7.100768e-859	-1.141259e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.238755e+06	-9.630497e-02	1.000000e+00	-9.151841e-236	-9.812221e-02	1.000000e+00	-1.434306e+04	-2.037753e-01	1.000000e+00	-3.136966e+03	-2.408058e-01	1.000000e+00	-1.294078e-345	-9.425190e-02	1.000000e+00	-1.504145e+06	-9.617462e-02	1.000000e+00	-5.718422e+01	-4.830612e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.760437e+06
4.219398e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-4.170416e-827	-1.132147e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.579157e+07	-9.482351e-02	1.000000e+00	-1.598533e-226	-9.800009e-02	1.000000e+00	-5.443472e+04	-2.679913e-01	1.000000e+00	-1.164080e+04	-2.605615e-01	1.000000e+00	-2.004707e-332	-9.530539e-02	1.000000e+00	-5.603212e+06	-9.606674e-02	1.000000e+00	-2.096937e+02	-3.385684e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.146107e+07
4.378069e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	-1.727500e-796	-1.149930e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.591769e+07	-9.577023e-02	1.000000e+00	-1.287870e-217	-9.720562e-02	1.000000e+00	-1.908151e+05	-2.060216e-01	1.000000e+00	-4.169270e+04	-2.413281e-01	1.000000e+00	-1.031797e-319	-9.635278e-02	1.000000e+00	-1.985201e+07	-9.604408e-02	1.000000e+00	-7.466245e+02	-3.248971e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.600295e+07
