	mtheta     	mh2        	dec1       	error1     	prob1      	dec2       	error2     	prob2      	dec3       	error3     	prob3      	dec4       	error4     	prob4      	dec5       	error5     	prob5      	dec6       	error6     	prob6      	dec7       	error7     	prob7      	dec8       	error8     	prob8      	dec9       	error9     	prob9      	dec10      	error10    	prob10     	dec11      	error11    	prob11     	dec12      	error12    	prob12     	dectotal   
2.054117e+01	4.000000e-03	1.500000e-01	1.244316e+10	1.962902e-01	1.000000e+00	9.298272e+11	1.649710e-01	1.000000e+00	1.557681e+09	2.075240e-01	1.000000e+00	5.310276e+09	6.731507e-01	1.000000e+00	9.384400e+11	1.672145e-01	1.000000e+00	1.271259e+07	1.819605e-01	1.000000e+00	2.805850e+06	1.642561e-01	1.000000e+00	6.089105e+11	1.704815e-01	1.000000e+00	2.154008e+09	1.643011e-01	1.000000e+00	4.994857e+04	6.704840e-01	1.000000e+00	5.500683e+09	1.287980e+00	1.000000e+00	1.299268e+09	1.771832e-01	1.000000e+00	2.505458e+12
2.131362e+01	4.000000e-03	1.500000e-01	2.433385e+10	1.031642e+00	1.000000e+00	9.649161e+11	1.566400e-01	1.000000e+00	3.044876e+09	1.768803e-01	1.000000e+00	5.539884e+09	1.607652e-01	1.000000e+00	9.731300e+11	1.651080e-01	1.000000e+00	1.327910e+07	1.586954e-01	1.000000e+00	2.924971e+06	1.629259e-01	1.000000e+00	6.331007e+11	1.597583e-01	1.000000e+00	2.226877e+09	6.446268e-01	1.000000e+00	5.235328e+04	1.651890e-01	1.000000e+00	1.061604e+10	8.638637e-01	1.000000e+00	2.535967e+09	1.807916e-01	1.000000e+00	2.619461e+12
2.211512e+01	4.000000e-03	1.500000e-01	4.597192e+10	9.059970e-01	1.000000e+00	9.916009e+11	2.096211e-01	1.000000e+00	5.787173e+09	1.905900e-01	1.000000e+00	5.747182e+09	1.645638e-01	1.000000e+00	1.017712e+12	1.040105e+00	1.000000e+00	1.371367e+07	1.683887e-01	1.000000e+00	3.003759e+06	1.549317e-01	1.000000e+00	6.526986e+11	1.596018e-01	1.000000e+00	2.306781e+09	1.640751e-01	1.000000e+00	5.319788e+04	5.613449e-01	1.000000e+00	2.037123e+10	1.967644e-01	1.000000e+00	4.821362e+09	2.065107e-01	1.000000e+00	2.747034e+12
2.294676e+01	4.000000e-03	1.500000e-01	8.509917e+10	1.938639e-01	1.000000e+00	1.019142e+12	1.739464e-01	1.000000e+00	1.069058e+10	1.883866e-01	1.000000e+00	5.855084e+09	1.597118e-01	1.000000e+00	1.028268e+12	1.737283e-01	1.000000e+00	1.396812e+07	6.456160e-01	1.000000e+00	3.086035e+06	1.647958e-01	1.000000e+00	6.719009e+11	1.708149e-01	1.000000e+00	2.363650e+09	1.603275e-01	1.000000e+00	5.467640e+04	1.730169e-01	1.000000e+00	3.760732e+10	2.165294e-01	1.000000e+00	8.894011e+09	1.934522e-01	1.000000e+00	2.869838e+12
2.380968e+01	4.000000e-03	1.500000e-01	1.530107e+11	2.095206e-01	1.000000e+00	1.041178e+12	1.683089e-01	1.000000e+00	1.923322e+10	2.167202e-01	1.000000e+00	5.929992e+09	1.700132e-01	1.000000e+00	1.044262e+12	1.635780e-01	1.000000e+00	1.431071e+07	1.788030e-01	1.000000e+00	3.120741e+06	6.379479e-01	1.000000e+00	6.863397e+11	1.687920e-01	1.000000e+00	2.411089e+09	1.602121e-01	1.000000e+00	5.648629e+04	1.650892e-01	1.000000e+00	6.750580e+10	9.369267e-01	1.000000e+00	1.600133e+10	2.761594e-01	1.000000e+00	3.035889e+12
2.470504e+01	4.000000e-03	1.500000e-01	2.678923e+11	1.798347e-01	1.000000e+00	1.053944e+12	1.583834e-01	1.000000e+00	3.365606e+10	9.205837e-01	1.000000e+00	6.026265e+09	7.004494e-01	1.000000e+00	1.058431e+12	1.706432e-01	1.000000e+00	1.463144e+07	1.703220e-01	1.000000e+00	3.193253e+06	1.611888e-01	1.000000e+00	6.896890e+11	6.630326e-01	1.000000e+00	2.443809e+09	1.564817e-01	1.000000e+00	5.701106e+04	1.573168e-01	1.000000e+00	1.179532e+11	8.473182e-01	1.000000e+00	2.774721e+10	3.742079e-01	1.000000e+00	3.257800e+12
2.563407e+01	4.000000e-03	1.500000e-01	4.575648e+11	3.529664e-01	1.000000e+00	1.063871e+12	1.661312e-01	1.000000e+00	5.750195e+10	2.252250e-01	1.000000e+00	6.110097e+09	1.614025e-01	1.000000e+00	1.068710e+12	1.637750e-01	1.000000e+00	1.470665e+07	1.650495e-01	1.000000e+00	3.208732e+06	1.597181e-01	1.000000e+00	6.988623e+11	1.687869e-01	1.000000e+00	2.453835e+09	6.537537e-01	1.000000e+00	5.689983e+04	7.015820e-01	1.000000e+00	2.001049e+11	2.601804e-01	1.000000e+00	4.774538e+10	8.683602e-01	1.000000e+00	3.602942e+12
2.659804e+01	4.000000e-03	1.500000e-01	7.550558e+11	1.895339e-01	1.000000e+00	1.073470e+12	1.717294e-01	1.000000e+00	9.593476e+10	2.299023e-01	1.000000e+00	6.139208e+09	7.681750e-01	1.000000e+00	1.071799e+12	1.647198e-01	1.000000e+00	1.477457e+07	1.682487e-01	1.000000e+00	3.219477e+06	1.581243e-01	1.000000e+00	7.019704e+11	1.733097e-01	1.000000e+00	2.471240e+09	7.250189e-01	1.000000e+00	5.775252e+04	1.628324e-01	1.000000e+00	3.373090e+11	3.131684e-01	1.000000e+00	7.898968e+10	4.388871e-01	1.000000e+00	4.123157e+12
2.759826e+01	4.000000e-03	1.500000e-01	1.242990e+12	2.759637e-01	1.000000e+00	1.069275e+12	1.644646e-01	1.000000e+00	1.562802e+11	1.904133e-01	1.000000e+00	6.178291e+09	1.817397e-01	1.000000e+00	1.076266e+12	1.718435e-01	1.000000e+00	1.468017e+07	1.610078e-01	1.000000e+00	3.203614e+06	6.802121e-01	1.000000e+00	7.046238e+11	1.663880e-01	1.000000e+00	2.475680e+09	1.621930e-01	1.000000e+00	5.772753e+04	1.616942e-01	1.000000e+00	5.437709e+11	2.350110e-01	1.000000e+00	1.302543e+11	2.450138e-01	1.000000e+00	4.932133e+12
2.863610e+01	4.000000e-03	1.500000e-01	1.981772e+12	2.706916e-01	1.000000e+00	1.059995e+12	7.911143e-01	1.000000e+00	2.490995e+11	1.928350e-01	1.000000e+00	6.109565e+09	1.621643e-01	1.000000e+00	1.065550e+12	1.639805e-01	1.000000e+00	1.461292e+07	1.600672e-01	1.000000e+00	3.215320e+06	1.656511e-01	1.000000e+00	7.011760e+11	1.656775e-01	1.000000e+00	2.445239e+09	1.702039e-01	1.000000e+00	5.787393e+04	1.671851e-01	1.000000e+00	8.782955e+11	4.263957e-01	1.000000e+00	2.052173e+11	2.734094e-01	1.000000e+00	6.149677e+12
2.971296e+01	4.000000e-03	1.500000e-01	3.086034e+12	2.982817e-01	1.000000e+00	1.051231e+12	1.571972e-01	1.000000e+00	3.884031e+11	2.235066e-01	1.000000e+00	6.000445e+09	6.464397e-01	1.000000e+00	1.060596e+12	1.599707e-01	1.000000e+00	1.447866e+07	1.673880e-01	1.000000e+00	3.175657e+06	1.663842e-01	1.000000e+00	6.904127e+11	1.598165e-01	1.000000e+00	2.436776e+09	1.594146e-01	1.000000e+00	5.734713e+04	1.704473e-01	1.000000e+00	1.365350e+12	3.648587e-01	1.000000e+00	3.226341e+11	9.048190e-01	1.000000e+00	7.973116e+12
3.083031e+01	4.000000e-03	1.500000e-01	4.672828e+12	3.245168e-01	1.000000e+00	1.038595e+12	1.632129e-01	1.000000e+00	5.929662e+11	1.898564e-01	1.000000e+00	5.958729e+09	1.635611e-01	1.000000e+00	1.042437e+12	1.639074e-01	1.000000e+00	1.428750e+07	1.614941e-01	1.000000e+00	3.126193e+06	1.597154e-01	1.000000e+00	6.816298e+11	1.619853e-01	1.000000e+00	2.424951e+09	1.675824e-01	1.000000e+00	5.608958e+04	1.632678e-01	1.000000e+00	2.083013e+12	4.650119e-01	1.000000e+00	4.888020e+11	3.631462e-01	1.000000e+00	1.060867e+13
3.198969e+01	4.000000e-03	1.500000e-01	7.057735e+12	2.230937e-01	1.000000e+00	1.019087e+12	1.609910e-01	1.000000e+00	8.870488e+11	1.936735e-01	1.000000e+00	5.854782e+09	1.777592e-01	1.000000e+00	1.023110e+12	1.595350e-01	1.000000e+00	1.403495e+07	1.694504e-01	1.000000e+00	3.076921e+06	1.683647e-01	1.000000e+00	6.721362e+11	1.589677e-01	1.000000e+00	2.363935e+09	1.608110e-01	1.000000e+00	5.530918e+04	1.645642e-01	1.000000e+00	3.117223e+12	2.932331e-01	1.000000e+00	7.305092e+11	3.774625e-01	1.000000e+00	1.451508e+13
3.319266e+01	4.000000e-03	1.500000e-01	1.036191e+13	3.703120e-01	1.000000e+00	9.978926e+11	1.639620e-01	1.000000e+00	1.295318e+12	6.982799e-01	1.000000e+00	5.724842e+09	1.646546e-01	1.000000e+00	9.957985e+11	6.604136e-01	1.000000e+00	1.372963e+07	1.847333e-01	1.000000e+00	3.020624e+06	1.612998e-01	1.000000e+00	6.541681e+11	1.572113e-01	1.000000e+00	2.329378e+09	1.683704e-01	1.000000e+00	5.400939e+04	1.629970e-01	1.000000e+00	4.579293e+12	4.956005e-01	1.000000e+00	1.084902e+12	4.917134e-01	1.000000e+00	1.997735e+13
3.444087e+01	4.000000e-03	1.500000e-01	1.492675e+13	3.290838e-01	1.000000e+00	9.680813e+11	6.352767e-01	1.000000e+00	1.868150e+12	6.626648e-01	1.000000e+00	5.608535e+09	1.655913e-01	1.000000e+00	9.862946e+11	1.729792e-01	1.000000e+00	1.331274e+07	5.836888e-01	1.000000e+00	2.917193e+06	6.997442e-01	1.000000e+00	6.400928e+11	1.672177e-01	1.000000e+00	2.253928e+09	1.725159e-01	1.000000e+00	5.266356e+04	7.832674e-01	1.000000e+00	6.589514e+12	5.183411e-01	1.000000e+00	1.552398e+12	1.019468e+00	1.000000e+00	2.753916e+13
3.573602e+01	4.000000e-03	1.500000e-01	2.112167e+13	3.652953e-01	1.000000e+00	9.470685e+11	1.683533e-01	1.000000e+00	2.658509e+12	2.060103e-01	1.000000e+00	5.425411e+09	1.642347e-01	1.000000e+00	9.483248e+11	1.612720e-01	1.000000e+00	1.300197e+07	1.617883e-01	1.000000e+00	2.853243e+06	1.592218e-01	1.000000e+00	6.201734e+11	1.629763e-01	1.000000e+00	2.202650e+09	1.645050e-01	1.000000e+00	5.126520e+04	1.620785e-01	1.000000e+00	9.339850e+12	4.965334e-01	1.000000e+00	2.226238e+12	6.932793e-01	1.000000e+00	3.786948e+13
3.707988e+01	4.000000e-03	1.500000e-01	2.941445e+13	3.216814e-01	1.000000e+00	9.197206e+11	1.706720e-01	1.000000e+00	3.694697e+12	2.314048e-01	1.000000e+00	5.200540e+09	2.441363e-01	1.000000e+00	9.191249e+11	1.646797e-01	1.000000e+00	1.259896e+07	1.663211e-01	1.000000e+00	2.771700e+06	1.640680e-01	1.000000e+00	6.022746e+11	7.362109e-01	1.000000e+00	2.122181e+09	1.596173e-01	1.000000e+00	4.911878e+04	6.750229e-01	1.000000e+00	1.299627e+13	3.667637e-01	1.000000e+00	3.047453e+12	3.718511e-01	1.000000e+00	5.160132e+13
3.847427e+01	4.000000e-03	1.500000e-01	4.026824e+13	3.154951e-01	1.000000e+00	8.871684e+11	1.653835e-01	1.000000e+00	5.060007e+12	1.927050e-01	1.000000e+00	5.103069e+09	1.673572e-01	1.000000e+00	8.870670e+11	1.679308e-01	1.000000e+00	1.215029e+07	1.659274e-01	1.000000e+00	2.659691e+06	1.595985e-01	1.000000e+00	5.835564e+11	1.613067e-01	1.000000e+00	2.058064e+09	1.620716e-01	1.000000e+00	4.801681e+04	1.644054e-01	1.000000e+00	1.780346e+13	5.011895e-01	1.000000e+00	4.228662e+12	5.665498e-01	1.000000e+00	6.972534e+13
3.992109e+01	4.000000e-03	1.500000e-01	5.463315e+13	9.538859e-01	1.000000e+00	8.631421e+11	1.838269e-01	1.000000e+00	6.877640e+12	1.338695e+00	1.000000e+00	4.881323e+09	1.563072e-01	1.000000e+00	8.519276e+11	1.831256e-01	1.000000e+00	1.178595e+07	1.644250e-01	1.000000e+00	2.579617e+06	9.254105e-01	1.000000e+00	5.576049e+11	1.865015e-01	1.000000e+00	1.969103e+09	1.587535e-01	1.000000e+00	4.586698e+04	1.553673e-01	1.000000e+00	2.395121e+13	4.935151e-01	1.000000e+00	5.645938e+12	9.989993e-01	1.000000e+00	9.338748e+13
4.142232e+01	4.000000e-03	1.500000e-01	7.184764e+13	2.213692e-01	1.000000e+00	8.185223e+11	1.662202e-01	1.000000e+00	9.039757e+12	2.244844e-01	1.000000e+00	4.762049e+09	1.944034e-01	1.000000e+00	8.279026e+11	1.866195e-01	1.000000e+00	1.126800e+07	1.627155e-01	1.000000e+00	2.485815e+06	1.738044e-01	1.000000e+00	5.367301e+11	1.753478e-01	1.000000e+00	1.890487e+09	1.612164e-01	1.000000e+00	4.401216e+04	1.563168e-01	1.000000e+00	3.155342e+13	6.947288e-01	1.000000e+00	7.447075e+12	2.810750e-01	1.000000e+00	1.220777e+14
4.298001e+01	4.000000e-03	1.500000e-01	9.392027e+13	3.388547e-01	1.000000e+00	7.790949e+11	1.651541e-01	1.000000e+00	1.174879e+13	1.687433e-01	1.000000e+00	4.464058e+09	7.760451e-01	1.000000e+00	7.858478e+11	1.667047e-01	1.000000e+00	1.066570e+07	6.664423e-01	1.000000e+00	2.340036e+06	1.513111e-01	1.000000e+00	5.114005e+11	1.565567e-01	1.000000e+00	1.798553e+09	6.853047e-01	1.000000e+00	4.226883e+04	1.583957e-01	1.000000e+00	4.152476e+13	4.699123e-01	1.000000e+00	9.903838e+12	1.209943e+00	1.000000e+00	1.591803e+14
4.459628e+01	4.000000e-03	1.500000e-01	1.209482e+14	3.511552e-01	1.000000e+00	7.461019e+11	1.705832e-01	1.000000e+00	1.521137e+13	1.904809e-01	1.000000e+00	4.329833e+09	1.945614e-01	1.000000e+00	7.421902e+11	1.633842e-01	1.000000e+00	1.027798e+07	1.590418e-01	1.000000e+00	2.262334e+06	1.734071e-01	1.000000e+00	4.903177e+11	1.686750e-01	1.000000e+00	1.745529e+09	1.854545e-01	1.000000e+00	4.090113e+04	2.627627e-01	1.000000e+00	5.344965e+13	3.237218e-01	1.000000e+00	1.265651e+13	4.883441e-01	1.000000e+00	2.042504e+14
4.627332e+01	4.000000e-03	1.500000e-01	1.537737e+14	1.861745e-01	1.000000e+00	7.125518e+11	1.662632e-01	1.000000e+00	1.932943e+13	1.865018e-01	1.000000e+00	4.081528e+09	1.637063e-01	1.000000e+00	7.202607e+11	1.792531e-01	1.000000e+00	9.688853e+06	6.313879e-01	1.000000e+00	2.146919e+06	1.597222e-01	1.000000e+00	4.653409e+11	1.594373e-01	1.000000e+00	1.636713e+09	1.600781e-01	1.000000e+00	3.820947e+04	1.685668e-01	1.000000e+00	6.791835e+13	2.354398e-01	1.000000e+00	1.592883e+13	2.125303e-01	1.000000e+00	2.588542e+14
4.801343e+01	4.000000e-03	1.500000e-01	1.927865e+14	2.035061e-01	1.000000e+00	6.732492e+11	1.655451e-01	1.000000e+00	2.420751e+13	2.210462e-01	1.000000e+00	3.887648e+09	1.898155e-01	1.000000e+00	6.801170e+11	1.713713e-01	1.000000e+00	9.274212e+06	1.652396e-01	1.000000e+00	2.025821e+06	1.579845e-01	1.000000e+00	4.404576e+11	1.556068e-01	1.000000e+00	1.569789e+09	1.854523e-01	1.000000e+00	3.683007e+04	3.334969e-01	1.000000e+00	8.518463e+13	3.517751e-01	1.000000e+00	1.997485e+13	7.224547e-01	1.000000e+00	3.239528e+14
4.981898e+01	4.000000e-03	1.500000e-01	2.387302e+14	4.148589e-01	1.000000e+00	1.386417e+10	4.252441e+01	1.000000e+00	3.000650e+13	1.916682e-01	1.000000e+00	3.662507e+09	1.635467e-01	1.000000e+00	6.329632e+11	2.223484e-01	1.000000e+00	8.737424e+06	2.436606e-01	1.000000e+00	1.927566e+06	1.660834e-01	1.000000e+00	4.185277e+11	1.715227e-01	1.000000e+00	1.487906e+09	1.697247e-01	1.000000e+00	3.453745e+04	1.669530e-01	1.000000e+00	1.054450e+14	3.386166e-01	1.000000e+00	2.471470e+13	2.036346e-01	1.000000e+00	3.999669e+14
5.169242e+01	4.000000e-03	1.500000e-01	2.914553e+14	3.524819e-01	1.000000e+00	5.986251e+11	8.480794e-01	1.000000e+00	3.669186e+13	2.332207e-01	1.000000e+00	3.419399e+09	7.330568e-01	1.000000e+00	6.119551e+11	2.607897e-01	1.000000e+00	8.285471e+06	1.633224e-01	1.000000e+00	1.814014e+06	7.468889e-01	1.000000e+00	3.925725e+11	6.612379e-01	1.000000e+00	1.386920e+09	7.140473e-01	1.000000e+00	3.258982e+04	1.698817e-01	1.000000e+00	1.289420e+14	2.984984e-01	1.000000e+00	3.018601e+13	3.765633e-01	1.000000e+00	4.888831e+14
5.363631e+01	4.000000e-03	1.500000e-01	3.528656e+14	3.611277e-01	1.000000e+00	1.082142e+12	3.886931e+01	1.000000e+00	4.429082e+13	2.338156e-01	1.000000e+00	3.255283e+09	1.616597e-01	1.000000e+00	5.635372e+11	5.471484e-01	1.000000e+00	7.812930e+06	1.630048e-01	1.000000e+00	1.716791e+06	2.117542e-01	1.000000e+00	3.703627e+11	1.597822e-01	1.000000e+00	1.320984e+09	1.766100e-01	1.000000e+00	3.045954e+04	1.676618e-01	1.000000e+00	1.551692e+14	8.830014e-01	1.000000e+00	3.691762e+13	2.927089e-01	1.000000e+00	5.912639e+14
5.565331e+01	4.000000e-03	1.500000e-01	4.209813e+14	2.145515e-01	1.000000e+00	1.044878e+10	2.190229e-01	1.000000e+00	5.268213e+13	1.702688e-01	1.000000e+00	3.086019e+09	1.769736e-01	1.000000e+00	5.349656e+11	5.035770e-01	1.000000e+00	7.387301e+06	1.433111e+00	1.000000e+00	1.651346e+06	2.460058e-01	1.000000e+00	3.494987e+11	2.439581e-01	1.000000e+00	1.233709e+09	2.341200e-01	1.000000e+00	2.850907e+04	1.557466e-01	1.000000e+00	1.861340e+14	3.969560e-01	1.000000e+00	4.361422e+13	3.532951e-01	1.000000e+00	7.043109e+14
5.774615e+01	4.000000e-03	1.500000e-01	4.976573e+14	3.674853e-01	1.000000e+00	5.064108e+11	2.468324e-01	1.000000e+00	6.191504e+13	1.811459e-01	1.000000e+00	2.880975e+09	1.791822e-01	1.000000e+00	5.013176e+11	7.877175e-01	1.000000e+00	6.907487e+06	1.660442e-01	1.000000e+00	1.505631e+06	1.640169e-01	1.000000e+00	3.256251e+11	2.839459e-01	1.000000e+00	1.164096e+09	2.596697e-01	1.000000e+00	2.742744e+04	2.326650e-01	1.000000e+00	2.196652e+14	2.357021e-01	1.000000e+00	5.194737e+13	9.383170e-01	1.000000e+00	8.325223e+14
5.991770e+01	4.000000e-03	1.500000e-01	5.813351e+14	3.532256e-01	1.000000e+00	4.807738e+11	2.600926e-01	1.000000e+00	7.295774e+13	8.013011e-01	1.000000e+00	2.660403e+09	9.249417e-01	1.000000e+00	4.786724e+11	1.402842e+00	1.000000e+00	6.473424e+06	1.735676e-01	1.000000e+00	1.436580e+06	4.754446e-01	1.000000e+00	3.165760e+11	2.929909e-01	1.000000e+00	1.107730e+09	2.480029e-01	1.000000e+00	2.595781e+04	2.537815e-01	1.000000e+00	2.571338e+14	3.464736e-01	1.000000e+00	6.028809e+13	3.161173e-01	1.000000e+00	9.729946e+14
6.217090e+01	4.000000e-03	1.500000e-01	6.724228e+14	3.715082e-01	1.000000e+00	1.683293e+10	2.800258e-01	1.000000e+00	8.380261e+13	2.218082e-01	1.000000e+00	2.527838e+09	1.746615e-01	1.000000e+00	4.469169e+11	8.199490e-01	1.000000e+00	6.087644e+06	3.732592e-01	1.000000e+00	1.371099e+06	6.472944e-01	1.000000e+00	2.951743e+11	3.256776e-01	1.000000e+00	3.905340e+07	1.761842e+00	1.000000e+00	2.431336e+04	2.472642e-01	1.000000e+00	2.974701e+14	3.798329e-01	1.000000e+00	6.986328e+13	9.368787e-01	1.000000e+00	1.124320e+15
6.450884e+01	4.000000e-03	1.500000e-01	7.700740e+14	3.625593e-01	1.000000e+00	2.080956e+10	7.316429e+00	1.000000e+00	9.694154e+13	1.928604e-01	1.000000e+00	2.359011e+09	1.777323e-01	1.000000e+00	4.250292e+11	8.105580e-01	1.000000e+00	5.736956e+06	5.758108e-01	1.000000e+00	1.294135e+06	6.411557e-01	1.000000e+00	2.797375e+11	5.136644e-01	1.000000e+00	9.722950e+08	3.293436e-01	1.000000e+00	2.296057e+04	3.008039e-01	1.000000e+00	3.405519e+14	3.809048e-01	1.000000e+00	8.067979e+13	4.647595e-01	1.000000e+00	1.288976e+15
6.693470e+01	4.000000e-03	1.500000e-01	8.752127e+14	3.783451e-01	1.000000e+00	2.187042e+10	6.507978e-01	1.000000e+00	1.100483e+14	2.210489e-01	1.000000e+00	2.253569e+09	3.913122e-01	1.000000e+00	2.187999e+10	1.926873e-01	1.000000e+00	2.958296e+05	9.364802e-01	1.000000e+00	6.542747e+04	1.943141e-01	1.000000e+00	1.418042e+10	8.146001e-01	1.000000e+00	9.186154e+08	1.403854e+00	1.000000e+00	1.170792e+03	9.618902e-01	1.000000e+00	3.849110e+14	7.776041e-01	1.000000e+00	9.207899e+13	5.513486e-01	1.000000e+00	1.462312e+15
6.945178e+01	4.000000e-03	1.500000e-01	9.851238e+14	3.533644e-01	1.000000e+00	3.713069e+11	3.210921e-01	1.000000e+00	1.237615e+14	2.078786e-01	1.000000e+00	1.405993e+08	1.854078e-01	1.000000e+00	3.788804e+11	8.650385e-01	1.000000e+00	5.023253e+06	2.931410e-01	1.000000e+00	1.111757e+06	2.397260e-01	1.000000e+00	1.642696e+10	1.429507e+00	1.000000e+00	5.602540e+07	1.928175e-01	1.000000e+00	2.010212e+04	1.256548e+00	1.000000e+00	4.323155e+14	7.452940e-01	1.000000e+00	1.020208e+14	2.840797e-01	1.000000e+00	1.643988e+15
7.206351e+01	4.000000e-03	1.500000e-01	1.087207e+15	2.341080e-01	1.000000e+00	2.711735e+10	1.947339e-01	1.000000e+00	1.366070e+14	1.827078e-01	1.000000e+00	1.973195e+09	2.761992e-01	1.000000e+00	3.466259e+11	1.027171e+00	1.000000e+00	4.805045e+06	3.307063e-01	1.000000e+00	8.110541e+04	2.970322e-01	1.000000e+00	1.787594e+10	7.988721e-01	1.000000e+00	6.304172e+07	3.359608e-01	1.000000e+00	1.474050e+03	9.671441e-01	1.000000e+00	4.800959e+14	1.745019e-01	1.000000e+00	1.136948e+14	3.563799e-01	1.000000e+00	1.817998e+15
7.477346e+01	4.000000e-03	1.500000e-01	1.212943e+15	3.374105e-01	1.000000e+00	3.283107e+11	3.776324e-01	1.000000e+00	1.517079e+14	1.801865e-01	1.000000e+00	1.732468e+08	6.581566e-01	1.000000e+00	3.308525e+11	8.108076e-01	1.000000e+00	4.125687e+05	1.166135e+00	1.000000e+00	9.046855e+04	8.822550e-01	1.000000e+00	2.189294e+11	4.574457e-01	1.000000e+00	6.928937e+07	5.641535e-01	1.000000e+00	1.614527e+03	2.078284e-01	1.000000e+00	5.359753e+14	3.699057e-01	1.000000e+00	1.258556e+14	3.349971e-01	1.000000e+00	2.027360e+15
7.758532e+01	4.000000e-03	1.500000e-01	1.330924e+15	3.509660e-01	1.000000e+00	3.150957e+11	2.973234e-01	1.000000e+00	1.672100e+14	2.288187e-01	1.000000e+00	1.770137e+09	9.599907e-01	1.000000e+00	3.049757e+11	5.920644e-01	1.000000e+00	4.486232e+05	6.419690e-01	1.000000e+00	9.852823e+04	5.516439e-01	1.000000e+00	2.175175e+10	7.364862e-01	1.000000e+00	7.107159e+08	8.214228e-01	1.000000e+00	1.762752e+03	6.614728e-01	1.000000e+00	5.849854e+14	7.579357e-01	1.000000e+00	1.390498e+14	1.080663e+00	1.000000e+00	2.222813e+15
8.050292e+01	4.000000e-03	1.500000e-01	1.446554e+15	3.471581e-01	1.000000e+00	3.579974e+10	1.034239e+00	1.000000e+00	1.799565e+14	2.205371e-01	1.000000e+00	2.048894e+08	9.410590e-01	1.000000e+00	2.964088e+11	9.545609e-01	1.000000e+00	4.069207e+06	8.176015e-01	1.000000e+00	1.071388e+05	5.250019e-01	1.000000e+00	2.353983e+10	2.341847e-01	1.000000e+00	6.866632e+08	3.829056e-01	1.000000e+00	1.944809e+03	2.282173e-01	1.000000e+00	6.386998e+14	3.981417e-01	1.000000e+00	1.515520e+14	2.453823e-01	1.000000e+00	2.417119e+15
8.353023e+01	4.000000e-03	1.500000e-01	1.561691e+15	3.536762e-01	1.000000e+00	2.744508e+11	4.542576e-01	1.000000e+00	1.964029e+14	2.069576e-01	1.000000e+00	2.204644e+08	5.259658e-01	1.000000e+00	2.719050e+11	2.812233e-01	1.000000e+00	3.828724e+06	5.630288e-01	1.000000e+00	1.159726e+05	1.804823e-01	1.000000e+00	2.558080e+10	4.687214e-01	1.000000e+00	6.221645e+08	7.546715e-01	1.000000e+00	1.479831e+04	5.914569e-01	1.000000e+00	6.905218e+14	2.105947e-01	1.000000e+00	1.622711e+14	7.787985e-01	1.000000e+00	2.611460e+15
8.667139e+01	4.000000e-03	1.500000e-01	1.674876e+15	3.174279e-01	1.000000e+00	2.595690e+11	4.352345e-01	1.000000e+00	2.104271e+14	2.424028e-01	1.000000e+00	2.392451e+08	4.343626e-01	1.000000e+00	2.592896e+11	2.562167e-01	1.000000e+00	5.679978e+05	1.828063e-01	1.000000e+00	1.255318e+05	6.290696e-01	1.000000e+00	2.713602e+10	5.774734e-01	1.000000e+00	6.079910e+08	3.603052e-01	1.000000e+00	2.228670e+03	1.850829e-01	1.000000e+00	7.398315e+14	3.263512e-01	1.000000e+00	1.735578e+14	3.030264e-01	1.000000e+00	2.799239e+15
8.993067e+01	4.000000e-03	1.500000e-01	1.781998e+15	3.645967e-01	1.000000e+00	4.458406e+10	8.602271e-01	1.000000e+00	2.241266e+14	1.911253e-01	1.000000e+00	2.500356e+08	5.518460e-01	1.000000e+00	2.434579e+11	5.829660e-01	1.000000e+00	6.062544e+05	8.753531e-01	1.000000e+00	7.261594e+05	4.959910e-01	1.000000e+00	2.916012e+10	6.786413e-01	1.000000e+00	5.689901e+08	5.211121e-01	1.000000e+00	1.313418e+04	5.712087e-01	1.000000e+00	7.893673e+14	1.075667e+00	1.000000e+00	1.865661e+14	2.635357e-01	1.000000e+00	2.982376e+15
9.331251e+01	4.000000e-03	1.500000e-01	1.883433e+15	4.309259e-01	1.000000e+00	4.678351e+10	5.825356e-01	1.000000e+00	2.368915e+14	2.624049e-01	1.000000e+00	2.648277e+08	5.098828e-01	1.000000e+00	4.694766e+10	8.879213e-01	1.000000e+00	6.404570e+05	8.275964e-01	1.000000e+00	1.404403e+05	2.150582e-01	1.000000e+00	3.091579e+10	7.044149e-01	1.000000e+00	5.324879e+08	7.930543e-01	1.000000e+00	2.530480e+03	9.583577e-01	1.000000e+00	8.280067e+14	7.603645e-01	1.000000e+00	1.986097e+14	8.525857e-01	1.000000e+00	3.147066e+15
9.682153e+01	4.000000e-03	1.500000e-01	1.981221e+15	3.562777e-01	1.000000e+00	2.162952e+11	6.793766e-01	1.000000e+00	2.486828e+14	2.230404e-01	1.000000e+00	1.246101e+09	7.386878e-01	1.000000e+00	4.885949e+10	3.231489e-01	1.000000e+00	6.657567e+05	1.750889e-01	1.000000e+00	1.491992e+05	7.545791e-01	1.000000e+00	3.235416e+10	8.729480e-01	1.000000e+00	5.061001e+08	7.526855e-01	1.000000e+00	2.626087e+03	5.749143e-01	1.000000e+00	8.740032e+14	2.146215e-01	1.000000e+00	2.078770e+14	5.689007e-01	1.000000e+00	3.312084e+15
