	mtheta     	mh2        	dec1       	error1     	prob1      	dec2       	error2     	prob2      	dec3       	error3     	prob3      	dec4       	error4     	prob4      	dec5       	error5     	prob5      	dec6       	error6     	prob6      	dec7       	error7     	prob7      	dec8       	error8     	prob8      	dec9       	error9     	prob9      	dec10      	error10    	prob10     	dec11      	error11    	prob11     	dec12      	error12    	prob12     	dectotal   
1.000000e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.566182e-3666	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.483723e-83	9.620436e-02	1.000000e+00	4.728266e-1099	0.000000e+00	0.000000e+00	1.364798e-07	8.842893e-01	1.205647e-01	1.392569e-07	4.386820e-01	7.585864e-02	5.637319e-1542	0.000000e+00	0.000000e+00	1.349471e-91	9.322931e-02	1.000000e+00	2.806037e-09	2.118832e-01	5.692995e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.785427e-07
1.037605e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.922327e-3533	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.649109e-80	1.099014e-01	1.000000e+00	3.779852e-1059	0.000000e+00	0.000000e+00	1.602488e-07	1.019830e-01	9.999858e-01	1.570621e-07	3.532674e-01	9.751008e-02	5.099723e-1486	0.000000e+00	0.000000e+00	2.428335e-88	1.055960e-01	1.000000e+00	3.160359e-09	5.147253e-01	6.262757e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.204713e-07
1.076624e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.911174e-3405	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.538289e-77	9.475943e-02	1.000000e+00	1.065128e-1020	0.000000e+00	0.000000e+00	1.894753e-07	1.030875e-01	9.990308e-01	1.769289e-07	1.049951e+00	6.434765e-02	4.398293e-1432	0.000000e+00	0.000000e+00	3.281452e-85	1.096487e-01	1.000000e+00	3.555189e-09	1.028183e+00	5.722369e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.699594e-07
1.117111e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.619663e-3242	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.482802e-74	1.031082e-01	1.000000e+00	1.239057e-983	7.488718e+00	1.000000e+00	2.249626e-07	3.238766e-01	1.585675e-01	1.946282e-07	1.165334e-01	6.555257e-01	4.104259e-1380	0.000000e+00	0.000000e+00	3.411431e-82	1.096071e-01	1.000000e+00	3.904259e-09	1.204166e-01	6.649865e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.234950e-07
1.159120e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.514486e-3124	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.062529e-71	9.321994e-02	1.000000e+00	6.446257e-948	1.028034e-01	1.000000e+00	2.622788e-07	4.288025e-01	9.541514e-02	2.182395e-07	4.722937e-01	1.871832e-01	5.147055e-1330	0.000000e+00	0.000000e+00	2.756219e-79	1.103653e-01	1.000000e+00	4.328230e-09	1.166882e-01	6.806101e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.848466e-07
1.202708e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.811022e-3011	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.678445e-69	1.112735e-01	1.000000e+00	1.714758e-913	9.826268e-02	1.000000e+00	3.042820e-07	8.000287e-01	3.399279e-02	2.409300e-07	3.263384e-01	1.693556e-01	9.724256e-1282	0.000000e+00	2.482565e-309	1.727272e-76	9.448149e-02	1.000000e+00	4.821295e-09	3.233471e-01	2.335402e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.500333e-07
1.247936e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.505828e-2901	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.024273e-66	9.933188e-02	1.000000e+00	2.576666e-880	9.456913e-02	1.000000e+00	3.492348e-07	2.270492e-01	2.678118e-01	2.652633e-07	6.060481e-01	9.603542e-02	3.253119e-1235	0.000000e+00	0.000000e+00	8.705593e-74	1.050600e-01	1.000000e+00	5.300400e-09	6.083720e-01	7.267805e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.197985e-07
1.294865e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.591586e-2796	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.330819e-64	9.794457e-02	1.000000e+00	2.427374e-848	1.012853e-01	1.000000e+00	3.993984e-07	4.481139e-01	2.786575e-02	2.903302e-07	7.275412e-01	4.422143e-02	2.237841e-1190	0.000000e+00	0.000000e+00	3.441921e-71	9.614190e-02	1.000000e+00	5.794680e-09	7.640651e-01	7.061570e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.955233e-07
1.343558e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.289115e-2694	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.344654e-62	1.002100e-01	1.000000e+00	1.582617e-817	9.711809e-02	1.000000e+00	4.492922e-07	1.195622e-01	7.240413e-01	3.167351e-07	8.088727e-01	1.059001e-01	3.730841e-1147	0.000000e+00	0.000000e+00	1.099738e-68	9.500379e-02	1.000000e+00	6.308560e-09	7.861210e-01	6.009184e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.723358e-07
1.394083e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	9.558236e-2597	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.772593e-60	1.057761e-01	1.000000e+00	7.885239e-788	9.543483e-02	1.000000e+00	5.130183e-07	2.548387e-01	4.537840e-01	3.426430e-07	2.190657e-01	3.265683e-01	1.616479e-1105	0.000000e+00	0.000000e+00	2.853681e-66	9.490620e-02	1.000000e+00	6.816047e-09	2.728450e-01	5.721154e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.624773e-07
1.446507e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.027905e-2502	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.586770e-58	1.020544e-01	1.000000e+00	3.383651e-759	1.792162e+00	1.000000e+00	5.765115e-07	3.345152e-01	2.466005e-01	3.701661e-07	1.849401e-01	5.486076e-01	2.227200e-1065	0.000000e+00	0.000000e+00	6.039217e-64	9.452709e-02	1.000000e+00	7.361250e-09	6.744900e-01	6.056019e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.540389e-07
1.500903e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.648810e-2411	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.221667e-56	9.681099e-02	1.000000e+00	1.258447e-731	9.516659e-02	1.000000e+00	6.447800e-07	2.703960e-01	2.892293e-01	3.983180e-07	1.689502e-01	6.597402e-01	1.088481e-1026	0.000000e+00	0.000000e+00	1.050768e-61	9.429259e-02	1.000000e+00	7.896451e-09	2.909568e-01	1.985588e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.050995e-06
1.557345e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.765363e-2324	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.337229e-54	9.877967e-02	1.000000e+00	4.807999e-705	9.864992e-02	1.000000e+00	7.171499e-07	2.811759e-01	3.382702e-01	4.231459e-07	1.006792e-01	9.602325e-01	2.089606e-989	6.721574e+00	1.000000e+00	1.517239e-59	1.019080e-01	1.000000e+00	8.453931e-09	2.646023e-01	6.855100e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.148750e-06
1.615909e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.845059e-2239	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.386408e-52	9.981433e-02	1.000000e+00	1.996221e-679	9.612909e-02	1.000000e+00	7.863741e-07	1.199636e-01	5.886201e-01	4.519360e-07	1.011595e-01	9.484166e-01	1.723282e-953	9.863574e-02	1.000000e+00	1.822964e-57	1.021647e-01	1.000000e+00	9.013068e-09	2.299864e-01	7.784037e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.247323e-06
1.676675e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.379201e-2158	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.297663e-50	1.667385e+00	1.000000e+00	9.761301e-655	9.542236e-02	1.000000e+00	8.738994e-07	1.626288e-01	6.684083e-01	4.850357e-07	1.708153e-01	1.732496e-01	7.280111e-919	9.527479e-02	1.000000e+00	1.840960e-55	9.786861e-02	1.000000e+00	9.573395e-09	1.906140e-01	1.418626e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.368508e-06
1.739726e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.164700e-2079	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.389099e-48	3.797198e-01	1.000000e+00	6.076766e-631	9.590409e-02	1.000000e+00	9.604521e-07	7.641269e-01	5.106884e-02	5.141053e-07	1.653223e-01	4.074154e-01	1.708651e-885	9.735057e-02	1.000000e+00	1.590366e-53	1.137269e-01	1.000000e+00	1.015263e-08	6.991782e-01	4.034499e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.484710e-06
1.805149e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.403723e-2004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.155809e-46	3.424745e-01	1.000000e+00	5.186527e-608	9.279449e-02	1.000000e+00	1.048379e-06	1.045558e+00	1.910615e-01	5.432719e-07	1.841875e-01	4.432849e-01	2.470336e-853	9.547234e-02	1.000000e+00	1.135383e-51	9.389197e-02	1.000000e+00	1.070540e-08	6.321773e-01	4.715841e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.602356e-06
1.873032e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.095025e-1931	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.746813e-45	1.022598e-01	1.000000e+00	6.650064e-586	7.997247e-01	1.000000e+00	1.135294e-06	1.234425e-01	2.159146e-01	5.720928e-07	1.343170e-01	2.277036e-01	2.439341e-822	9.425937e-02	1.000000e+00	7.156389e-50	3.821925e-01	1.000000e+00	1.122217e-08	1.211848e-01	1.481776e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.718609e-06
1.943467e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.898106e-1861	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.739739e-43	1.060892e-01	1.000000e+00	1.294973e-564	9.450751e-02	1.000000e+00	1.229457e-06	2.343974e-01	8.369145e-02	5.999562e-07	1.214825e-01	1.362078e-01	1.810910e-792	9.476595e-02	1.000000e+00	3.803543e-48	2.718457e-01	1.000000e+00	1.176361e-08	1.214849e-01	7.849459e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.841177e-06
2.016551e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.208217e-1793	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.575343e-42	1.057017e-01	1.000000e+00	4.340412e-544	9.511626e-02	1.000000e+00	1.326218e-06	6.299949e-01	4.286770e-02	6.280483e-07	1.219602e-01	1.899472e-01	1.109922e-763	9.706545e-02	1.000000e+00	1.712615e-46	9.507289e-02	1.000000e+00	1.230287e-08	1.290171e-01	1.995653e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.966569e-06
2.092383e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.557036e-1728	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.572501e-40	1.084478e-01	1.000000e+00	2.622018e-524	9.519404e-02	1.000000e+00	1.421912e-06	1.738348e-01	5.156323e-01	6.559026e-07	1.307165e-01	3.912037e-01	6.148091e-736	9.411644e-02	1.000000e+00	6.835979e-45	9.719249e-02	1.000000e+00	1.280522e-08	1.152070e-01	1.969430e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.090619e-06
2.171068e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.448566e-1665	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.925379e-39	1.020725e-01	1.000000e+00	3.035693e-505	9.593379e-02	1.000000e+00	1.523535e-06	6.782905e-01	7.122240e-02	6.823720e-07	1.286419e-01	3.922839e-01	3.358327e-709	9.361646e-02	1.000000e+00	2.385027e-43	1.038729e-01	1.000000e+00	1.331898e-08	1.735000e-01	4.017962e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.219226e-06
2.252711e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	8.783036e-1605	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.691538e-38	1.029750e-01	1.000000e+00	7.148630e-487	9.598862e-02	1.000000e+00	1.619890e-06	4.530123e-01	1.737913e-01	7.070329e-07	1.131706e-01	3.187006e-01	1.968562e-683	9.377941e-02	1.000000e+00	7.304914e-42	1.049742e-01	1.000000e+00	1.378755e-08	1.193648e-01	4.496954e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.340711e-06
2.337424e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.057389e-1546	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.718266e-36	1.047900e-01	1.000000e+00	3.629488e-469	9.696946e-02	1.000000e+00	1.718386e-06	1.289709e-01	1.735367e-01	7.323890e-07	1.187040e-01	5.622648e-01	1.342242e-658	9.347492e-02	1.000000e+00	1.970835e-40	1.001332e-01	1.000000e+00	1.425289e-08	1.285665e-01	6.756553e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.465028e-06
2.425323e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.650183e-1490	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.047183e-35	9.405169e-02	1.000000e+00	4.196658e-452	9.902895e-02	1.000000e+00	1.819175e-06	1.313604e-01	4.824940e-01	7.560018e-07	1.181545e-01	3.104113e-01	1.151088e-634	9.504899e-02	1.000000e+00	4.705578e-39	1.013683e-01	1.000000e+00	1.468262e-08	1.243059e-01	6.248142e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.589859e-06
2.516527e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.878843e-1436	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.848549e-34	9.708683e-02	1.000000e+00	1.167327e-435	9.800092e-02	1.000000e+00	1.917161e-06	1.208340e-01	4.459287e-01	7.784182e-07	1.192560e-01	3.759584e-01	1.336366e-611	9.514815e-02	1.000000e+00	9.991793e-38	9.787434e-02	1.000000e+00	1.509327e-08	1.275958e-01	5.406849e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.710672e-06
2.611161e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.028279e-1383	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.967368e-33	1.013480e-01	1.000000e+00	8.227098e-420	9.686908e-02	1.000000e+00	2.014930e-06	1.192602e-01	2.245192e-01	7.995401e-07	1.212469e-01	6.682348e-01	2.307037e-589	4.472212e-01	1.000000e+00	1.899586e-36	9.615079e-02	1.000000e+00	1.546939e-08	1.189726e-01	6.322683e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.829939e-06
2.709354e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.309830e-1333	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	9.264015e-32	4.305452e-01	1.000000e+00	1.542302e-404	9.594155e-02	1.000000e+00	2.109635e-06	1.163620e-01	1.888535e-01	8.194411e-07	1.212551e-01	9.430980e-01	5.983184e-568	9.516587e-02	1.000000e+00	3.299213e-35	2.004038e-01	1.000000e+00	1.583074e-08	1.221680e-01	9.256924e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.944906e-06
2.811239e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	7.738996e-1285	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.075547e-30	1.005724e-01	1.000000e+00	8.068063e-390	9.834548e-02	1.000000e+00	2.205954e-06	1.272634e-01	3.275023e-01	8.370596e-07	1.258855e-01	9.178773e-01	2.645973e-547	9.787920e-02	1.000000e+00	4.962580e-34	9.785925e-02	1.000000e+00	1.614173e-08	1.126922e-01	9.384538e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.059155e-06
2.916956e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.423830e-1238	0.000000e+00	1.643689e-263	0.000000e+00	0.000000e+00	0.000000e+00	1.186371e-29	4.879434e-01	1.000000e+00	1.233999e-375	9.956281e-02	1.000000e+00	2.293850e-06	1.125648e-01	2.272946e-01	8.546465e-07	1.343276e-01	9.810185e-01	2.085883e-527	9.477681e-02	1.000000e+00	6.881696e-33	1.013153e-01	1.000000e+00	1.646020e-08	1.360584e-01	9.886545e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.164957e-06
3.026648e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	5.229379e-1193	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.174046e-28	4.728665e-01	1.000000e+00	5.772359e-362	9.972519e-02	1.000000e+00	2.385844e-06	1.254406e-01	4.085666e-01	8.699946e-07	1.312076e-01	9.920103e-01	3.122309e-508	9.489151e-02	1.000000e+00	8.832439e-32	2.367470e-01	1.000000e+00	1.672633e-08	1.278926e-01	9.989663e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.272565e-06
3.140465e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.427422e-1149	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.046253e-27	1.046721e-01	1.000000e+00	8.615011e-349	1.019467e-01	1.000000e+00	2.470937e-06	1.201090e-01	5.389685e-01	8.839224e-07	1.311756e-01	9.983645e-01	9.421201e-490	9.614051e-02	1.000000e+00	9.910013e-31	1.016924e-01	1.000000e+00	1.696479e-08	1.309193e-01	9.987461e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.371824e-06
3.258562e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.027876e-1107	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.934113e-27	4.741996e-01	1.000000e+00	4.277879e-336	1.014596e-01	1.000000e+00	2.552957e-06	1.194671e-01	9.049172e-01	8.961952e-07	1.853275e-01	9.915214e-01	6.071587e-472	9.844612e-02	1.000000e+00	1.059349e-29	5.026986e-01	1.000000e+00	1.717204e-08	1.348828e-01	9.995322e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.466325e-06
3.381101e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.241310e-1067	0.000000e+00	4.650215e-92	0.000000e+00	0.000000e+00	0.000000e+00	6.776625e-26	1.038728e-01	1.000000e+00	7.484156e-324	2.141578e-01	1.000000e+00	2.629993e-06	1.165627e-01	9.868425e-01	9.067828e-07	1.272280e-01	9.997816e-01	8.842510e-455	1.037853e-01	1.000000e+00	9.959130e-29	9.974861e-02	1.000000e+00	1.734214e-08	1.212372e-01	9.994814e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.554118e-06
3.508247e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.723353e-1028	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.954263e-25	5.090963e-01	1.000000e+00	4.544256e-312	1.026412e-01	1.000000e+00	2.705291e-06	1.895467e-01	9.661542e-01	9.157539e-07	1.255653e-01	9.996716e-01	3.071841e-438	9.868995e-02	1.000000e+00	8.963789e-28	8.071682e-01	1.000000e+00	1.749226e-08	1.357128e-01	9.996910e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.638538e-06
3.640175e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.934027e-991	7.092871e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.234702e-24	1.016289e-01	1.000000e+00	1.048533e-300	9.794632e-02	1.000000e+00	2.773661e-06	1.285017e-01	9.991090e-01	9.232304e-07	1.219774e-01	9.997440e-01	2.679735e-422	1.040704e-01	1.000000e+00	7.142553e-27	1.017716e-01	1.000000e+00	1.761009e-08	2.396998e-01	9.981086e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.714502e-06
3.777064e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	6.434025e-955	1.104093e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.007308e-23	9.655486e-02	1.000000e+00	9.359811e-290	9.979939e-02	1.000000e+00	2.837872e-06	1.412257e-01	9.964877e-01	9.292519e-07	1.249911e-01	9.996952e-01	6.173672e-407	1.025626e-01	1.000000e+00	5.482071e-26	4.323666e-01	1.000000e+00	1.768668e-08	1.197962e-01	9.996141e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.784810e-06
3.919100e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.003363e-920	9.551407e-02	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.186868e-22	3.348983e-01	1.000000e+00	3.344087e-279	9.838492e-02	1.000000e+00	2.896438e-06	1.506553e-01	9.935021e-01	9.337878e-07	1.229852e-01	9.991947e-01	3.939652e-392	1.027595e-01	1.000000e+00	3.747522e-25	9.848192e-02	1.000000e+00	1.774917e-08	1.259976e-01	9.990879e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.847975e-06
4.066478e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.396308e-886	1.125815e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.308875e-22	1.348097e-01	1.000000e+00	5.055686e-269	1.219519e+00	1.000000e+00	2.949816e-06	1.278171e-01	9.995244e-01	9.369166e-07	1.287180e-01	9.996845e-01	7.301735e-378	1.044667e-01	1.000000e+00	2.432027e-24	1.015498e-01	1.000000e+00	1.777516e-08	1.198755e-01	9.978628e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.904508e-06
4.219398e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.884492e-854	9.664727e-02	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.215533e-21	1.027959e-01	1.000000e+00	3.125783e-259	9.511559e-02	1.000000e+00	2.999245e-06	1.267351e-01	9.990044e-01	9.388973e-07	2.597741e-01	9.999911e-01	4.110635e-364	1.004989e-01	1.000000e+00	1.502007e-23	4.692593e-01	1.000000e+00	1.778867e-08	2.579823e-01	9.999935e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.955931e-06
4.378069e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.060093e-823	9.880382e-02	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.540456e-20	1.091493e-01	1.000000e+00	8.704148e-250	9.734087e-02	1.000000e+00	3.042276e-06	1.235964e-01	9.995545e-01	9.389971e-07	2.921427e-01	9.990622e-01	7.330724e-351	1.016594e-01	1.000000e+00	8.324478e-23	9.967945e-02	1.000000e+00	1.776022e-08	2.082796e-01	9.999509e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.999033e-06
4.542706e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	4.236757e-793	9.995774e-02	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.959220e-20	1.123550e-01	1.000000e+00	1.103101e-240	9.561316e-02	1.000000e+00	3.080453e-06	1.247393e-01	9.979106e-01	9.375023e-07	2.658677e-01	9.992215e-01	4.321865e-338	1.028714e-01	1.000000e+00	4.413412e-22	1.140228e-01	1.000000e+00	1.771462e-08	3.274407e-01	9.969643e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.035670e-06
4.713535e-03	4.000000e-03	1.500000e-01	0.000000e+00	0.000000e+00	0.000000e+00	3.604290e-764	9.671877e-02	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.971088e-19	1.012708e-01	1.000000e+00	6.592190e-232	1.159632e-01	1.000000e+00	3.112153e-06	1.214597e-01	9.997939e-01	9.339967e-07	1.168123e-01	9.957058e-01	8.768702e-326	9.966210e-02	1.000000e+00	2.197819e-21	1.121587e-01	1.000000e+00	1.763088e-08	1.369147e-01	9.974279e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.063781e-06
